Type,Title,Link,Price_sale,Sale_off,Total_sold,Preview,Location,Price_original,Ship_price,Return,Sale_rating,Ship_on_time,Chat_response,One_star,Two_star,Three_star,Four_star,Five_star
Trang sức,"Nước rửa trang sức Hoàng Kim Jewelry, nước làm sáng bạc như mới",https://www.lazada.vn/products/nuoc-rua-trang-suc-hoang-kim-jewelry-nuoc-lam-sang-bac-nhu-moi-i2588034223.html,16.250 ₫,,26 Đã bán,(4),Hà Nội,,,,,,,['0'],['0'],['0'],['0'],['4']
Trang sức,"Lấp lánh hơn cả ánh đèn đêm: Bộ Trang Sức 5 món, đính đá nhẹ nhàng nữ tính - Điểm nhấn hoàn hảo cho bữa tiệc lộng lẫy",https://www.lazada.vn/products/lap-lanh-hon-ca-anh-den-dem-bo-trang-suc-5-mon-dinh-da-nhe-nhang-nu-tinh-diem-nhan-hoan-hao-cho-bua-tiec-long-lay-i2507574733.html,31.844 ₫,,14 Đã bán,(4),Hồ Chí Minh,199.000 ₫,16.500 ₫,,98%,100%,Không đủ thông tin,['1'],['0'],['0'],['0'],['3']
Trang sức,17 MILE Colorful Beads Bracelet for Women Crystal Pearl Heart Bell Orchid Bracelets Accessories Jewelry,https://www.lazada.vn/products/17-mile-colorful-beads-bracelet-for-women-crystal-pearl-heart-bell-orchid-bracelets-accessories-jewelry-i2644240010.html,6.146 ₫,,241 Đã bán,(61),Hồ Chí Minh,15.833 ₫,17.000 ₫,30 Ngày Trả Hàng Miễn Phí,95%,99%,100%,['2'],['0'],['1'],['2'],['57']
Trang sức,JWER Vòng Cổ Dây Chuyền Màu Bạc Mặt Trái Tim Pha Lê Màu Hồng Rỗng Cổ Điển Thời Trang Hàn Quốc Cho Nữ Trang Sức Thẩm Mỹ Đám Cưới,https://www.lazada.vn/products/jwer-vong-co-day-chuyen-mau-bac-mat-trai-tim-pha-le-mau-hong-rong-co-dien-thoi-trang-han-quoc-cho-nu-trang-suc-tham-my-dam-cuoi-i2101193529.html,7.000 ₫,,628 Đã bán,(117),Hồ Chí Minh,19.000 ₫,17.000 ₫,,95%,100%,71%,['10'],['1'],['4'],['7'],['95']
Trang sức,HZS Nhẫn Nam Và Nữ Bằng Thép Không Gỉ Bán Chạy Nhẫn Tròn Đơn Giản Đơn Giản Không Phai Không Thấm Nước Và Chống Mồ Hôi Thời Trang 4Mm,https://www.lazada.vn/products/hzs-nhan-nam-va-nu-bang-thep-khong-gi-ban-chay-nhan-tron-don-gian-don-gian-khong-phai-khong-tham-nuoc-va-chong-mo-hoi-thoi-trang-4mm-i2031068196.html,9.035 ₫,,1.0K Đã bán,(220),Hồ Chí Minh,17.000 ₫,17.000 ₫,,97%,100%,Không đủ thông tin,['2'],['2'],['4'],['7'],['206']
Trang sức,Fashion 925 Silver White Sapphire Ring Platinum Diamond Crystal Wedding Rings for Women White Gold Anniversary Gift Jewelry Accessories Rhinestone Zircon Cincin,https://www.lazada.vn/products/fashion-925-silver-white-sapphire-ring-platinum-diamond-crystal-wedding-rings-for-women-white-gold-anniversary-gift-jewelry-accessories-rhinestone-zircon-cincin-i1927754767.html,10.999 ₫,,922 Đã bán,(245),Hồ Chí Minh,21.567 ₫,17.000 ₫,,95%,97%,Không đủ thông tin,['3'],['1'],['5'],['6'],['230']
Trang sức,SISSI Fox Nữ Hoàng Vòng Cổ Chín Đuôi Mặt Dây Chuyền Cáo giữa Chiều dài Fox Vòng Cổ May Mắn Vòng cổ,https://www.lazada.vn/products/sissi-fox-nu-hoang-vong-co-chin-duoi-mat-day-chuyen-cao-giua-chieu-dai-fox-vong-co-may-man-vong-co-i2561748793.html,18.293 ₫,,13 Đã bán,(1),Nước ngoài,24.005 ₫,17.000 ₫,,95%,98%,100%,['0'],['1'],['0'],['0'],['0']
Trang sức,Nếu Tôi Y2K Tim Bướm Dây Chuyền pha lê đơn giản Vòng Cổ Choker Mặt Dây Chuyền Cho trang sức nữ Phụ Kiện,https://www.lazada.vn/products/neu-toi-y2k-tim-buom-day-chuyen-pha-le-don-gian-vong-co-choker-mat-day-chuyen-cho-trang-suc-nu-phu-kien-i2390818322.html,12.024 ₫,,907 Đã bán,(232),Hồ Chí Minh,44.000 ₫,17.000 ₫,,94%,100%,100%,['4'],['1'],['4'],['3'],['221']
Trang sức,17 dặm Bow Vòng Tay Trái Tim cho người phụ nữ ngọc trai pha lê hạt bạc Bangles phụ kiện trang sức thời trang,https://www.lazada.vn/products/17-dam-bow-vong-tay-trai-tim-cho-nguoi-phu-nu-ngoc-trai-pha-le-hat-bac-bangles-phu-kien-trang-suc-thoi-trang-i2601918435.html,8.925 ₫,,246 Đã bán,(68),Hồ Chí Minh,23.201 ₫,17.000 ₫,30 Ngày Trả Hàng Miễn Phí,95%,99%,100%,['5'],['0'],['0'],['3'],['60']
Trang sức,Bộ vòng tay/lắc chân hình bướm đơn giản thời trang cho nữ sawu,https://www.lazada.vn/products/bo-vong-taylac-chan-hinh-buom-don-gian-thoi-trang-cho-nu-sawu-i1743504686.html,9.900 ₫,,243 Đã bán,(42),Nước ngoài,19.000 ₫,17.000 ₫,,95%,94%,100%,['2'],['1'],['4'],['0'],['35']
Trang sức,Nhẹ Nhẫn Đeo Khớp Ngón Tay Bằng Bạc Đính Kim Sa Lấp Lánh Thanh Lịch Sáng Bóng Mềm Mại Làm Quà Tặng Trang Sức,https://www.lazada.vn/products/nhe-nhan-deo-khop-ngon-tay-bang-bac-dinh-kim-sa-lap-lanh-thanh-lich-sang-bong-mem-mai-lam-qua-tang-trang-suc-i2642118437.html,60.000 ₫,,73 Đã bán,(13),Hải Phòng,,37.700 ₫,,Nhà bán hàng mới,100%,Không đủ thông tin,['0'],['0'],['0'],['0'],['13']
Trang sức,Nhẫn trơn khắc nổi mạ vàng 24k trang sức sỉ Kami,https://www.lazada.vn/products/nhan-tron-khac-noi-ma-vang-24k-trang-suc-si-kami-i2554238105.html,25.456 ₫,Áp dụng voucher,212 Đã bán,(51),Hồ Chí Minh,89.000 ₫,16.500 ₫,,97%,99%,87%,['1'],['0'],['0'],['0'],['50']
Trang sức,bộ trang sức nữ hình cầu bi,https://www.lazada.vn/products/bo-trang-suc-nu-hinh-cau-bi-i280080799.html,149.000 ₫,,108 Đã bán,(24),Hà Nội,269.000 ₫,32.700 ₫,,80%,94%,85%,['2'],['2'],['0'],['0'],['20']
Trang sức,JWER Nhẫn Hình Rắn Hoa Hồng Gothic Cổ Điển Cho Nữ Nhẫn Nam Có Thể Điều Chỉnh Màu Bạc Hình Động Vật Punk Cặp Đôi Trang Sức Cá Tính,https://www.lazada.vn/products/jwer-nhan-hinh-ran-hoa-hong-gothic-co-dien-cho-nu-nhan-nam-co-the-dieu-chinh-mau-bac-hinh-dong-vat-punk-cap-doi-trang-suc-ca-tinh-i2105709232.html,4.000 ₫,,109 Đã bán,(13),Nước ngoài,7.000 ₫,17.000 ₫,,95%,100%,71%,['0'],['1'],['2'],['0'],['10']
Trang sức,DGJKF Thanh lịch Lucktune Hạt Vòng cổ Y2K Hợp kim Tua rua Trang sức dự tiệc Vòng cổ nữ Hình Hoa Sen dây chuyền pha lê Vòng cổ phong cách Hàn Quốc,https://www.lazada.vn/products/dgjkf-thanh-lich-lucktune-hat-vong-co-y2k-hop-kim-tua-rua-trang-suc-du-tiec-vong-co-nu-hinh-hoa-sen-day-chuyen-pha-le-vong-co-phong-cach-han-quoc-i2305892921.html,44.100 ₫,,42 Đã bán,(15),Hồ Chí Minh,84.000 ₫,17.000 ₫,,97%,100%,Không đủ thông tin,['0'],['0'],['0'],['0'],['15']
Trang sức,Nhẫn hoạ tiết kim tiền tài lộc đính đá tròn xen kẽ mẫu mới Kami trang sức sỉ KTM1,https://www.lazada.vn/products/nhan-hoa-tiet-kim-tien-tai-loc-dinh-da-tron-xen-ke-mau-moi-kami-trang-suc-si-ktm1-i2556281829.html,54.470 ₫,,64 Đã bán,(17),Hồ Chí Minh,69.000 ₫,16.500 ₫,,97%,99%,87%,['0'],['0'],['0'],['0'],['17']
Trang sức,Benferry Mặt Dây Chuyền Số Năm Dây Chuyền Hình Vương Miện Bằng Thép Không Gỉ Tinh Tế Vòng Cổ Nữ Quà Tặng Sinh Nhật,https://www.lazada.vn/products/benferry-mat-day-chuyen-so-nam-day-chuyen-hinh-vuong-mien-bang-thep-khong-gi-tinh-te-vong-co-nu-qua-tang-sinh-nhat-i1630073447.html,20.397 ₫,,2.3K Đã bán,(451),Nước ngoài,43.200 ₫,17.000 ₫,,94%,97%,100%,['5'],['6'],['10'],['15'],['415']
Trang sức,ARTMU Sang trọng Ngọt ngào Quả bầu Tất cả phù hợp Chuỗi Dài dân tộc Boho Bàn tính Ngọc Dây Chuyền Vòng cổ nữ Dây chuyền Áo len dài Vòng cổ hạt gỗ Phụ kiện trang sức Phật Giáo,https://www.lazada.vn/products/artmu-sang-trong-ngot-ngao-qua-bau-tat-ca-phu-hop-chuoi-dai-dan-toc-boho-ban-tinh-ngoc-day-chuyen-vong-co-nu-day-chuyen-ao-len-dai-vong-co-hat-go-phu-kien-trang-suc-phat-giao-i2561528014.html,35.000 ₫,,14 Đã bán,(3),Nước ngoài,67.000 ₫,17.000 ₫,,95%,100%,Không đủ thông tin,['0'],['0'],['0'],['0'],['3']
Trang sức,Nhẫn khảm đá tấm chạm siêu sáng sang chảnh Kami trang sức sỉ NVK11,https://www.lazada.vn/products/nhan-kham-da-tam-cham-sieu-sang-sang-chanh-kami-trang-suc-si-nvk11-i2561350446.html,57.822 ₫,,86 Đã bán,(32),Hồ Chí Minh,79.000 ₫,16.500 ₫,,97%,99%,87%,['0'],['0'],['0'],['1'],['31']
Trang sức,Lắc tay xoắn hoa mai nhỏ 3 ly chạm 4d Kami trang sức sỉ,https://www.lazada.vn/products/lac-tay-xoan-hoa-mai-nho-3-ly-cham-4d-kami-trang-suc-si-i2522271324.html,49.000 ₫,,28 Đã bán,(7),Hồ Chí Minh,79.000 ₫,16.500 ₫,,97%,99%,87%,['0'],['0'],['0'],['1'],['6']
Trang sức,Trang Sức Hanwu Nhẫn Bạc S925 Nhẫn Ngón Trỏ Rộng Cá Tính Cửu Tự Chân Ngôn Cảm Nhận Chân Ngôn Thái Cực Bát Quái Bạc Thái Cổ Điển Cho Nam,https://www.lazada.vn/products/trang-suc-hanwu-nhan-bac-nhan-ngon-tro-rong-ca-tinh-cuu-tu-chan-ngon-cam-nhan-chan-ngon-thai-cuc-bat-quai-bac-thai-co-dien-cho-nam-i1949384452.html,94.000 ₫,,32 Đã bán,(13),Nước ngoài,,17.000 ₫,,95%,93%,99%,['0'],['0'],['1'],['0'],['12']
Trang sức,MDUCIN SHOP 2PCS Thép không gỉ Hình trái tim Quà tặng trang sức Hình ảnh mề đay dây chuyền khung ảnh Vòng cổ tự làm Dây chuyền,https://www.lazada.vn/products/mducin-shop-2pcs-thep-khong-gi-hinh-trai-tim-qua-tang-trang-suc-hinh-anh-me-day-day-chuyen-khung-anh-vong-co-tu-lam-day-chuyen-i2619815837.html,37.000 ₫,,,(1),Nước ngoài,97.000 ₫,17.000 ₫,,100%,100%,100%,['0'],['0'],['0'],['0'],['1']
Trang sức,"CUCU Đơn Giản Trang Sức Mặt Dây Chuyền Vòng Cổ Inox 925, Dây Chuyền Nam Nữ Bằng Bạc Nguyên Chất",https://www.lazada.vn/products/cucu-don-gian-trang-suc-mat-day-chuyen-vong-co-inox-925-day-chuyen-nam-nu-bang-bac-nguyen-chat-i1386246033.html,23.000 ₫,,364 Đã bán,(75),Nước ngoài,41.000 ₫,17.000 ₫,,95%,100%,Không đủ thông tin,['3'],['0'],['1'],['3'],['68']
