Type,Title,Link,Price_sale,Sale_off,Total_sold,Preview,Location,Price_original,Ship_price,Return,Sale_rating,Ship_on_time,Chat_response,One_star,Two_star,Three_star,Four_star,Five_star
tivi,[SALE 6.6] Smart Tivi Samsung 4K UHD 55 inch UA55AU7700KXXV - Hàng Chính Hãng - Phân Phối Bởi LAZADA,https://www.lazada.vn/products/sale-66-smart-tivi-samsung-4k-uhd-55-inch-ua55au7700kxxv-hang-chinh-hang-phan-phoi-boi-lazada-i2302177894.html,8.589.000 ₫,33% Off,1.1K Đã bán,(234),Hồ Chí Minh,12.900.000 ₫,159.200 ₫,30 Ngày Trả Hàng Miễn Phí,Không đủ thông tin,100%,100%,['1'],['0'],['0'],['1'],['232']
tivi,GIAO HÀ NỘI - Smart Tivi Casper 4K 50 inch 50UW6000- Tivi 4k giá rẻ -,https://www.lazada.vn/products/giao-ha-noi-smart-tivi-casper-4k-50-inch-50uw6000-tivi-4k-gia-re-i2590566807.html,5.389.000 ₫,46% Off,130 Đã bán,(7),Hà Nội,9.890.000 ₫,,,100%,Không đủ thông tin,100%,['0'],['0'],['0'],['0'],['7']
tivi,"Thanh lý smart Tivi LG chính hãng 42inch siêu bền, ngoại hình đẹp 98%",https://www.lazada.vn/products/thanh-ly-smart-tivi-lg-chinh-hang-42inch-sieu-ben-ngoai-hinh-dep-98-i2588404973.html,1.998.000 ₫,20% Off,6 Đã bán,(6),Hà Nội,2.500.000 ₫,198.200 ₫,,91%,90%,100%,['0'],['0'],['0'],['0'],['6']
tivi,Smart Tivi Coocaa Full HD 43 Inch 43S3U,https://www.lazada.vn/products/smart-tivi-coocaa-full-hd-43-inch-43s3u-i2614626362.html,3.990.000 ₫,50% Off,,,Hà Nội,7.990.000 ₫,,30 Ngày Trả Hàng Miễn Phí,Nhà bán hàng mới,Không đủ thông tin,100%,['0'],['0'],['0'],['0'],['0']
tivi,[6.6 HOTDEAL 3790K - Tặng Giá Treo TV DP243 cho 40 đơn đầu tiên khi mua dòng S5401A ] Android TV HD TCL 32inch - 32S5401A - Smart TV - Hàng chính hãng - Bảo hành 2 năm,https://www.lazada.vn/products/66-hotdeal-3790k-tang-gia-treo-tv-dp243-cho-40-don-dau-tien-khi-mua-donga-android-tv-hd-tcl-32inch-32s5401a-smart-tv-hang-chinh-hang-bao-hanh-2-nam-i2509119979.html,4.290.000 ₫,7% Off,52 Đã bán,(13),Bắc Ninh,4.590.000 ₫,Miễn phí,30 Ngày Trả Hàng Miễn Phí,96%,100%,99%,['0'],['0'],['0'],['1'],['13']
tivi,mart TV HD Coocaa 32 Inch Wifi - Model 32S3U,https://www.lazada.vn/products/mart-tv-hd-coocaa-32-inch-wifi-model-32s3u-i2661102250.html,2.399.000 ₫,,,,Hồ Chí Minh,,16.500 ₫,,Nhà bán hàng mới,Không đủ thông tin,60%,['0'],['0'],['0'],['0'],['0']
tivi,"Google Tivi Coocaa Full HD 40 Inch - 40Z72 Youtube Netfilx Điều Khiển Bằng Giọng Nói - Bảo Hành 2 Năm, Smart TV Tặng gói giải trí cliptv 1 năm, k+ 1 năm, FPT gói gia đình 3 tháng, VTVca",https://www.lazada.vn/products/google-tivi-coocaa-full-hd-40-inch-40z72-youtube-netfilx-dieu-khien-bang-giong-noi-bao-hanh-2-nam-smart-tv-tang-goi-giai-tri-cliptv-1-nam-k-1-nam-fpt-goi-gia-dinh-3-thang-vtvca-i1999490984.html,4.090.000 ₫,49% Off,668 Đã bán,(291),Bắc Ninh,7.990.000 ₫,Miễn phí,30 Ngày Trả Hàng Miễn Phí,97%,93%,100%,['2'],['2'],['2'],['13'],['272']
tivi,"SMART TV 4K COOCAA 55 inch viền mỏng - Youtube - Model 55S3U Pro Games mode, Dolby audio, Youtube , Bảo Hành 2 Năm, 1 năm ClipTV, FPT gói gia đình 3 tháng",https://www.lazada.vn/products/smart-tv-4k-coocaa-55-inch-vien-mong-youtube-model-55s3u-pro-games-mode-dolby-audio-youtube-bao-hanh-2-nam-1-nam-cliptv-fpt-goi-gia-dinh-3-thang-i1546322531.html,5.740.000 ₫,48% Off,2.2K Đã bán,(921),Hồ Chí Minh,10.990.000 ₫,46.000 ₫,30 Ngày Trả Hàng Miễn Phí,97%,93%,100%,['5'],['0'],['1'],['17'],['898']
tivi,"Google Tivi TOSHIBA 50 inch 50C350LP, Smart TV Màn Hình LED 4K UHD - Loa 24W - Miễn Phí Lắp Đặt",https://www.lazada.vn/products/google-tivi-toshiba-50-inch-50c350lp-smart-tv-man-hinh-led-4k-uhd-loa-24w-mien-phi-lap-dat-i1986562741.html,7.451.000 ₫,49% Off,75 Đã bán,(32),Hồ Chí Minh,14.690.000 ₫,79.000 ₫,30 Ngày Trả Hàng Miễn Phí,99%,100%,100%,['0'],['0'],['0'],['1'],['31']
tivi,[Giao hàng và lắp đặt miễn phí toàn quốc] 43AU7002 - Smart Tivi Samsung 4K 43 inch UA43AU7002 UA43AU7002KXXV,https://www.lazada.vn/products/giao-hang-va-lap-dat-mien-phi-toan-quoc-43au7002-smart-tivi-samsung-4k-43-inch-ua43au7002-ua43au7002kxxv-i1964387004.html,6.289.000 ₫,20% Off,163 Đã bán,(56),Hồ Chí Minh,7.900.000 ₫,,30 Ngày Trả Hàng Miễn Phí,99%,Không đủ thông tin,100%,['1'],['0'],['0'],['0'],['55']
