Type,Title,Link,Price_sale,Sale_off,Total_sold,Preview,Location,Price_original,Ship_price,Return,Sale_rating,Ship_on_time,Chat_response,One_star,Two_star,Three_star,Four_star,Five_star
tivi,[SALE 6.6] Smart Tivi Samsung 4K UHD 55 inch UA55AU7700KXXV - Hàng Chính Hãng - Phân Phối Bởi LAZADA,https://www.lazada.vn/products/sale-66-smart-tivi-samsung-4k-uhd-55-inch-ua55au7700kxxv-hang-chinh-hang-phan-phoi-boi-lazada-i2302177894.html,8.589.000 ₫,33% Off,1.1K Đã bán,(234),Hồ Chí Minh,12.900.000 ₫,159.200 ₫,30 Ngày Trả Hàng Miễn Phí,Không đủ thông tin,100%,100%,['1'],['0'],['0'],['1'],['232']
tivi,[SALE 6.6] Smart Tivi Samsung 4K UHD 50 inch UA50AU7700KXXV - Hàng Chính Hãng - Phân Phối Bởi LAZADA,https://www.lazada.vn/products/sale-66-smart-tivi-samsung-4k-uhd-50-inch-ua50au7700kxxv-hang-chinh-hang-phan-phoi-boi-lazada-i2302335018.html,8.189.000 ₫,28% Off,103 Đã bán,(26),Hồ Chí Minh,,,,,,,['0'],['0'],['0'],['0'],['0']
tivi,[SALE 6.6] Smart Tivi Samsung 4K UHD 65 inch UA65AU7700KXXV - Hàng Chính Hãng - Phân Phối Bởi LAZADA,https://www.lazada.vn/products/sale-66-smart-tivi-samsung-4k-uhd-65-inch-ua65au7700kxxv-hang-chinh-hang-phan-phoi-boi-lazada-i2302276515.html,11.589.000 ₫,27% Off,324 Đã bán,(64),Hồ Chí Minh,15.900.000 ₫,258.200 ₫,30 Ngày Trả Hàng Miễn Phí,Không đủ thông tin,100%,100%,['1'],['0'],['0'],['2'],['61']
tivi,"[ 6.6 HOTDEAL 7290K - Tặng Giá Treo TV DP243 cho 80 đơn đầu tiên mua dòng 55T66 ] Google TV TCL 55 inch 4K HDR Dolby Audio - 55T66 - TV - Bảo Hành 2 Năm, Trả góp 0%",https://www.lazada.vn/products/66-hotdeal-7290k-tang-gia-treo-tv-dp243-cho-80-don-dau-tien-mua-dong-55t66-google-tv-tcl-55-inch-4k-hdr-dolby-audio-55t66-tv-bao-hanh-2-nam-tra-gop-0-i1933199122.html,7.847.300 ₫,44% Off,1.7K Đã bán,(682),Hồ Chí Minh,13.990.000 ₫,Miễn phí,30 Ngày Trả Hàng Miễn Phí,96%,100%,100%,['18'],['4'],['6'],['12'],['641']
tivi,"[ 6.6 HOTDEAL 5290K - Tặng Giá Treo TV DP243 cho 80 đơn đầu tiên mua dòng 43T66 ] Google TV TCL 43 inch 4K HDR - 43T66 - Dolby Audio, Tivi Giá Rẻ Chất Lượng - Bảo Hành 2 Năm, Trả góp 0%",https://www.lazada.vn/products/66-hotdeal-5290k-tang-gia-treo-tv-dp243-cho-80-don-dau-tien-mua-dong-43t66-google-tv-tcl-43-inch-4k-hdr-43t66-dolby-audio-tivi-gia-re-chat-luong-bao-hanh-2-nam-tra-gop-0-i1933200101.html,6.492.000 ₫,38% Off,494 Đã bán,(142),Hồ Chí Minh,10.490.000 ₫,Miễn phí,30 Ngày Trả Hàng Miễn Phí,96%,100%,100%,['2'],['1'],['1'],['1'],['137']
tivi,[Giao hàng và lắp đặt miễn phí toàn quốc] 55BU8000 - Smart Tivi Samsung Crystal UHD 4K 55 inch UA55BU8000 UA55BU8000KXXV,https://www.lazada.vn/products/giao-hang-va-lap-dat-mien-phi-toan-quoc-55bu8000-smart-tivi-samsung-crystal-uhd-4k-55-inch-ua55bu8000-ua55bu8000kxxv-i1879572278.html,8.920.000 ₫,47% Off,22 Đã bán,(5),Hồ Chí Minh,16.900.000 ₫,,30 Ngày Trả Hàng Miễn Phí,99%,Không đủ thông tin,96%,['0'],['0'],['0'],['0'],['5']
tivi,[Giao hàng và lắp đặt miễn phí toàn quốc] 43Q60B - Smart Tivi QLED 4K 43 inch Samsung QA43Q60B QA43Q60BA 43Q60BA QA43Q60BAKXXV,https://www.lazada.vn/products/giao-hang-va-lap-dat-mien-phi-toan-quoc-43q60b-smart-tivi-qled-4k-43-inch-samsung-qa43q60b-qa43q60ba-43q60ba-qa43q60bakxxv-i1879816329.html,8.600.000 ₫,46% Off,15 Đã bán,(2),Hồ Chí Minh,15.900.000 ₫,,30 Ngày Trả Hàng Miễn Phí,99%,Không đủ thông tin,96%,['0'],['0'],['0'],['0'],['2']
tivi,GIAO HÀ NỘI - Smart Tivi Casper 4K 50 inch 50UW6000- Tivi 4k giá rẻ -,https://www.lazada.vn/products/giao-ha-noi-smart-tivi-casper-4k-50-inch-50uw6000-tivi-4k-gia-re-i2590566807.html,5.389.000 ₫,46% Off,131 Đã bán,(7),Hà Nội,9.890.000 ₫,,,100%,Không đủ thông tin,100%,['0'],['0'],['0'],['0'],['7']
tivi,"Google Tivi TOSHIBA 50 inch 50C350LP, Smart TV Màn Hình LED 4K UHD - Loa 24W - Miễn Phí Lắp Đặt",https://www.lazada.vn/products/google-tivi-toshiba-50-inch-50c350lp-smart-tv-man-hinh-led-4k-uhd-loa-24w-mien-phi-lap-dat-i1986562741.html,7.451.000 ₫,49% Off,76 Đã bán,(33),Hồ Chí Minh,14.690.000 ₫,79.000 ₫,30 Ngày Trả Hàng Miễn Phí,99%,100%,100%,['0'],['0'],['0'],['1'],['32']
tivi,[SALE 6.6] Smart Tivi Samsung 4K Crystal UHD 43 inch UA43BU8000KXXV Kết nối bluetooth Tìm Kiếm giọng nói Bằng Tiếng Việt - Hàng Chính Hãng - Phân Phối Bởi LAZADA,https://www.lazada.vn/products/sale-66-smart-tivi-samsung-4k-crystal-uhd-43-inch-ua43bu8000kxxv-ket-noi-bluetooth-tim-kiem-giong-noi-bang-tieng-viet-hang-chinh-hang-phan-phoi-boi-lazada-i2362893230.html,7.889.000 ₫,28% Off,99 Đã bán,(36),Hồ Chí Minh,10.900.000 ₫,74.700 ₫,30 Ngày Trả Hàng Miễn Phí,Không đủ thông tin,100%,100%,['0'],['0'],['0'],['0'],['36']
tivi,Smart TIVI XIAOMI 55 inch EA55 PRO 2024 ( 3GB + 32GB)/ 120Hz - CHÍNH HÃNG 100%,https://www.lazada.vn/products/smart-tivi-xiaomi-55-inch-ea55-pro-2024-3gb-32gb-120hz-chinh-hang-100-i2198020800.html,7.450.000 ₫,25% Off,18 Đã bán,(10),Hồ Chí Minh,,,,,,,['0'],['0'],['0'],['0'],['0']
tivi,[Giao hàng và lắp đặt miễn phí toàn quốc] 55AU7002 - Smart Tivi Samsung 4K 55 inch UA55AU7002 UA55AU7002KXXV,https://www.lazada.vn/products/giao-hang-va-lap-dat-mien-phi-toan-quoc-55au7002-smart-tivi-samsung-4k-55-inch-ua55au7002-ua55au7002kxxv-i1964372088.html,8.390.000 ₫,15% Off,78 Đã bán,(34),Hồ Chí Minh,9.900.000 ₫,,30 Ngày Trả Hàng Miễn Phí,99%,Không đủ thông tin,96%,['0'],['0'],['0'],['0'],['35']
tivi,[SALE 6.6] Smart Tivi Samsung 55 inch QLED 4K Q60B QA55Q60BAKXXV - Hàng Chính Hãng - Phân Phối Bởi LAZADA,https://www.lazada.vn/products/sale-66-smart-tivi-samsung-55-inch-qled-4k-q60b-qa55q60bakxxv-hang-chinh-hang-phan-phoi-boi-lazada-i2333404856.html,11.589.000 ₫,27% Off,86 Đã bán,(25),Hồ Chí Minh,15.900.000 ₫,146.000 ₫,30 Ngày Trả Hàng Miễn Phí,Không đủ thông tin,100%,100%,['0'],['0'],['1'],['0'],['24']
tivi,Tivi Xiaomi EA43 2022 Series - Tivi 43 Inch Giá rẻ (1Gb + 8Gb)/60Hz - CHÍNH HÃNG 100%,https://www.lazada.vn/products/tivi-xiaomi-ea43-2022-series-tivi-43-inch-gia-re-1gb-8gb60hz-chinh-hang-100-i2195973454.html,4.048.000 ₫,19% Off,388 Đã bán,(107),Hồ Chí Minh,4.990.000 ₫,,,97%,Không đủ thông tin,81%,['2'],['3'],['1'],['4'],['98']
tivi,"GOOGLE TIVI QLED+ 50 INCH - 50Y72 PRO Youtube Netfilx Smart TV 2022 Tặng gói giải trí cliptv 1 năm, k+ 1 năm, FPT gói gia đình 3 tháng, VTVcap ON 1 năm",https://www.lazada.vn/products/google-tivi-qled-50-inch-50y72-pro-youtube-netfilx-smart-tv-2022-tang-goi-giai-tri-cliptv-1-nam-k-1-nam-fpt-goi-gia-dinh-3-thang-vtvcap-on-1-nam-i1987080472.html,7.090.000 ₫,45% Off,37 Đã bán,(17),Hồ Chí Minh,13.000.000 ₫,31.600 ₫,30 Ngày Trả Hàng Miễn Phí,97%,93%,100%,['0'],['0'],['2'],['0'],['16']
tivi,Smart Tivi XIAOMI 32 inch EA32 2022 Series (1Gb + 8Gb)/ 60Hz - CHÍNH HÃNG 100%,https://www.lazada.vn/products/smart-tivi-xiaomi-32-inch-ea32-2022-series-1gb-8gb-60hz-chinh-hang-100-i2232669025.html,2.777.000 ₫,44% Off,321 Đã bán,(118),Hồ Chí Minh,4.990.000 ₫,,,97%,Không đủ thông tin,81%,['0'],['1'],['1'],['1'],['116']
tivi,[Giao hàng và lắp đặt miễn phí toàn quốc] 43AU7002 - Smart Tivi Samsung 4K 43 inch UA43AU7002 UA43AU7002KXXV,https://www.lazada.vn/products/giao-hang-va-lap-dat-mien-phi-toan-quoc-43au7002-smart-tivi-samsung-4k-43-inch-ua43au7002-ua43au7002kxxv-i1964387004.html,6.289.000 ₫,20% Off,163 Đã bán,(56),Hồ Chí Minh,7.900.000 ₫,,30 Ngày Trả Hàng Miễn Phí,99%,Không đủ thông tin,96%,['1'],['0'],['0'],['0'],['55']
tivi,"SMART TV 4K COOCAA 55 inch viền mỏng - Youtube - Model 55S3U Pro Games mode, Dolby audio, Youtube , Bảo Hành 2 Năm, 1 năm ClipTV, FPT gói gia đình 3 tháng",https://www.lazada.vn/products/smart-tv-4k-coocaa-55-inch-vien-mong-youtube-model-55s3u-pro-games-mode-dolby-audio-youtube-bao-hanh-2-nam-1-nam-cliptv-fpt-goi-gia-dinh-3-thang-i1546322531.html,5.740.000 ₫,48% Off,2.2K Đã bán,(921),Hồ Chí Minh,10.990.000 ₫,46.000 ₫,30 Ngày Trả Hàng Miễn Phí,97%,93%,100%,['5'],['0'],['1'],['17'],['899']
tivi,[SALE 6.6] Smart TV Crystal UHD 4K 55 inch UA55BU8000KXXV 2022 Kết nối bluetooth Tìm Kiếm giọng nói Bằng Tiếng Việt - UA55BU8000 - 55BU8000 - Hàng Chính Hãng - Phân Phối Bởi Lazada - MIỄN PHÍ VẬN CHUYỂN TOÀN QUỐC,https://www.lazada.vn/products/sale-66-smart-tv-crystal-uhd-4k-55-inch-ua55bu8000kxxv-2022-ket-noi-bluetooth-tim-kiem-giong-noi-bang-tieng-viet-ua55bu8000-55bu8000-hang-chinh-hang-phan-phoi-boi-lazada-mien-phi-van-chuyen-toan-quoc-i2362857587.html,10.899.000 ₫,22% Off,103 Đã bán,(36),Hồ Chí Minh,13.900.000 ₫,146.000 ₫,30 Ngày Trả Hàng Miễn Phí,Không đủ thông tin,100%,100%,['0'],['0'],['0'],['0'],['36']
tivi,"Thanh lý Tivi LED Sony KDL 40 inch siêu nét, ngoại hình đẹp 98% xem truyền hình,lắp camera, màn hình trình chiếu",https://www.lazada.vn/products/thanh-ly-tivi-led-sony-kdl-40-inch-sieu-net-ngoai-hinh-dep-98-xem-truyen-hinhlap-camera-man-hinh-trinh-chieu-i2365790756.html,2.151.660 ₫,8% Off,28 Đã bán,(12),Hà Nội,2.350.000 ₫,198.200 ₫,,91%,95%,93%,['1'],['0'],['0'],['0'],['11']
tivi,"Google Tivi Coocaa Full HD 40 Inch - 40Z72 Youtube Netfilx Điều Khiển Bằng Giọng Nói - Bảo Hành 2 Năm, Smart TV Tặng gói giải trí cliptv 1 năm, k+ 1 năm, FPT gói gia đình 3 tháng, VTVca",https://www.lazada.vn/products/google-tivi-coocaa-full-hd-40-inch-40z72-youtube-netfilx-dieu-khien-bang-giong-noi-bao-hanh-2-nam-smart-tv-tang-goi-giai-tri-cliptv-1-nam-k-1-nam-fpt-goi-gia-dinh-3-thang-vtvca-i1999490984.html,4.090.000 ₫,49% Off,670 Đã bán,(291),Hồ Chí Minh,7.990.000 ₫,Miễn phí,30 Ngày Trả Hàng Miễn Phí,97%,93%,100%,['2'],['2'],['2'],['13'],['272']
tivi,[Giao hàng và lắp đặt nội thành phố HCM trong 2 giờ] 43AU7002 - Smart Tivi Samsung 4K 43 inch UA43AU7002 UA43AU7002KXXV,https://www.lazada.vn/products/giao-hang-va-lap-dat-noi-thanh-pho-hcm-trong-2-gio-43au7002-smart-tivi-samsung-4k-43-inch-ua43au7002-ua43au7002kxxv-i1919783497.html,6.390.000 ₫,19% Off,49 Đã bán,(18),Hồ Chí Minh,7.900.000 ₫,,30 Ngày Trả Hàng Miễn Phí,99%,Không đủ thông tin,96%,['0'],['0'],['0'],['0'],['19']
tivi,"Thanh lý TIVI TOSHIBA 24inch đầy đủ cổng kết nối USB, HDMI, USB, AV. FULL phụ kiện",https://www.lazada.vn/products/thanh-ly-tivi-toshiba-24inch-day-du-cong-ket-noi-usb-hdmi-usb-av-full-phu-kien-i2391255350.html,920.486 ₫,3% Off,77 Đã bán,(26),Hà Nội,950.000 ₫,115.100 ₫,,91%,95%,93%,['0'],['0'],['0'],['3'],['24']
tivi,mart TV HD Coocaa 32 Inch Wifi - Model 32S3U,https://www.lazada.vn/products/mart-tv-hd-coocaa-32-inch-wifi-model-32s3u-i2661102250.html,2.399.000 ₫,,,,Hồ Chí Minh,,16.500 ₫,,Nhà bán hàng mới,Không đủ thông tin,33%,['0'],['0'],['0'],['0'],['0']
tivi,[6.6 HOTDEAL 19400K - Tặng Loa S522W cho 20 đơn đầu tiên khi mua dòng 65C845 ] TCL MINI LED ALL- ROUND TV - Tivi 65 inch - 65C845 - Google TV - OK Google - tivi 65 inch chât lượng,https://www.lazada.vn/products/66-hotdeal-19400k-tang-loaw-cho-20-don-dau-tien-khi-mua-dong-65c845-tcl-mini-led-all-round-tv-tivi-65-inch-65c845-google-tv-ok-google-tivi-65-inch-chat-luong-i2212698383.html,33.890.000 ₫,11% Off,84 Đã bán,(27),Bình Dương,38.290.000 ₫,,30 Ngày Trả Hàng Miễn Phí,96%,100%,100%,['0'],['0'],['0'],['0'],['27']
