Type,Title,Link_item,Price_sale,Sale_off,Location,index_,Total_sold,Preview,temp_id
laptop,"Laptop LG Gram 2023 15Z90RT-G.AH55A5 15,6'', Windows 11 Home Plus, Intel® Core™ i5 Gen 13,siêu mỏng nhẹ 990g",https://www.lazada.vn/products/laptop-lg-gram-2023-15z90rt-gah55a5-156-windows-11-home-plus-intel-core-i5-gen-13sieu-mong-nhe-990g-i2662089114.html,27.990.000 ₫,26% Off,Hà Nội,596,,,
laptop,[ Laptop Văn Phòng Cao Cấp ] Dell XPS 9360 Core i5 7200U/ Ram 8Gb/ SSD Mvme 512Gb/ 13.3'' IPS FHD/ vỏ hợp kim nhôm & Carbon siêu mỏng.,https://www.lazada.vn/products/laptop-van-phong-cao-cap-dell-xps-9360-core-i5-7200u-ram-8gb-ssd-mvme-512gb-133-ips-fhd-vo-hop-kim-nhom-carbon-sieu-mong-i2599936921.html,8.550.000 ₫,,Nghệ An,597,,,
laptop,"[HCM]LAPTOP Lenovo ThinkPad X1 Carbon Gen 3, Core i7-5600U, Ram 8GB, Ssd 256Gb, Màn 14inch",https://www.lazada.vn/products/hcmlaptop-lenovo-thinkpad-x1-carbon-gen-3-core-i7-5600u-ram-8gb-ssd-256gb-man-14inch-i2446263176.html,4.900.000 ₫,,Hồ Chí Minh,598,,,
laptop,"Laptop 2 trong 1 Panasonic CF-RZ5 core m5-6Y57, 4gb ram, 128gb SSD, 10.1inch Full HD IPS cảm ứng gập 360 độ, vỏ nhôm siêu nhẹ chỉ 800gram",https://www.lazada.vn/products/laptop-2-trong-1-panasonic-cf-rz5-core-m5-6y57-4gb-ram-128gb-ssd-101inch-full-hd-ips-cam-ung-gap-360-do-vo-nhom-sieu-nhe-chi-800gram-i2121906855.html,4.500.000 ₫,,Hưng Yên,599,,,
laptop,Laptop xách tay Lenovo Thinkpad L480 Core I5 8350U Ram 8GB SSD 256GB 14inch Card On Pin trên 4H,https://www.lazada.vn/products/laptop-xach-tay-lenovo-thinkpad-l480-core-i5-8350u-ram-8gb-ssd-256gb-14inch-card-on-pin-tren-4h-i2610825082.html,6.800.000 ₫,,Hà Nội,600,,,
laptop,[FreeShip] Bộ live di động cao cấp ZB-3 - VNPTECH,https://www.lazada.vn/products/freeship-bo-live-di-dong-cao-cap-zb-3-vnptech-i1551460581.html,3.650.000 ₫,,Thanh Hóa,601,,,
laptop,laptop mini 2 in1 hp x2 210 g2,https://www.lazada.vn/products/laptop-mini-2-in1-hp-x2-210-g2-i2386416794.html,2.150.000 ₫,,Hà Nội,602,,,
laptop,LAPTOP PANASONIC VF-W8 INTEL U9300 RAM 3GB SSD 120G 12.5INCH,https://www.lazada.vn/products/laptop-panasonic-vf-w8-intel-u9300-ram-3gb-ssd-120g-125inch-i1798742668.html,1.900.000 ₫,,Hồ Chí Minh,603,,,
laptop,"Laptop HP Probook Intel Core i5 3230M 2.6Ghz / Ram 4G / Ổ cứng SSD 120G / Intel HD Graphics 4000 / Màn hình 15.6 inch HD / Windows 10Pro / Tặng kèm chuột, lót chuột",https://www.lazada.vn/products/laptop-hp-probook-intel-core-i5-3230m-26ghz-ram-4g-o-cung-ssd-120g-intel-hd-graphics-4000-man-hinh-156-inch-hd-windows-10pro-tang-kem-chuot-lot-chuot-i762672109.html,2.500.000 ₫,22% Off,Hà Nội,604,,,
laptop,Laptop Sony Vaio ( VPCSA3AJ ) PCG-4121GN | Intel Core i7-2640M | Ram 8GB | SSD 256GB | 13.3 HD+,https://www.lazada.vn/products/laptop-sony-vaio-vpcsa3aj-pcg-4121gn-intel-core-i7-2640m-ram-8gb-ssd-256gb-133-hd-i2614513974.html,2.750.000 ₫,,Hồ Chí Minh,605,,,
laptop,Laptop Toshiba C665 / AMD Phenom II ~ 2.4Ghz / Ram 4GB / HDD 500G / Màn hình lớn 15.6 inch HD / Tặng kèm chuột và lót chuột,https://www.lazada.vn/products/laptop-toshiba-c665-amd-phenom-ii-24ghz-ram-4gb-hdd-500g-man-hinh-lon-156-inch-hd-tang-kem-chuot-va-lot-chuot-i1906786835.html,2.900.000 ₫,,Hà Nội,606,,,
laptop,"Laptop Toshiba Satellite chíp Core I3 - 2.4Ghz, Ram 4G, Ổ cứng 320G dùng văn phòng, học tập, giải trí, tặng kèm chuột không dây và lót chuột",https://www.lazada.vn/products/laptop-toshiba-satellite-chip-core-i3-24ghz-ram-4g-o-cung-320g-dung-van-phong-hoc-tap-giai-tri-tang-kem-chuot-khong-day-va-lot-chuot-i1510985389.html,3.000.000 ₫,,Hà Nội,607,,,
laptop,[Trả góp 0%]Laptop HP Probook 4530s - thiết kế đẹp mạnh mẽ ( i5-2420M ram 8Gssd 256g VGA on Intel HD 3000 15.6 inch HD),https://www.lazada.vn/products/tra-gop-0laptop-hp-probook-4530s-thiet-ke-dep-manh-me-i5-2420m-ram-8gssd-256g-vga-on-intel-hd-3000-156-inch-hd-i298940729.html,2.500.000 ₫,,Hà Nội,608,,,
laptop,"Laptop xách tay HP Compaq 6520s Ram 3G windows 8, đầy đủ phụ kiện bảo hành 7 tháng",https://www.lazada.vn/products/laptop-xach-tay-hp-compaq-6520s-ram-3g-windows-8-day-du-phu-kien-bao-hanh-7-thang-i2634420358.html,2.000.000 ₫,,Hồ Chí Minh,609,,,
laptop,Laptop Lenovo Thinkpad T430s màn 14 inch - Core i5 Ram 8G 256G SSD,https://www.lazada.vn/products/laptop-lenovo-thinkpad-t430s-man-14-inch-core-i5-ram-8g-256g-ssd-i2485562113.html,2.668.000 ₫,11% Off,Nghệ An,610,,,
laptop,"Laptop cũ giá rẻ core i3 i5 i7,Ram 4gb-8gb, Pin ~2h, Màn hình 14 - 15.6in",https://www.lazada.vn/products/laptop-cu-gia-re-core-i3-i5-i7ram-4gb-8gb-pin-2h-man-hinh-14-156in-i2651386256.html,2.699.000 ₫,,Đồng Nai,611,,,
laptop,Laptop củ giá rẻ core i3 i5 i7 Ram 4gb 8gb SSD 240gb Pin 2h,https://www.lazada.vn/products/laptop-cu-gia-re-core-i3-i5-i7-ram-4gb-8gb-ssd-240gb-pin-2h-i2653956390.html,2.699.000 ₫,,Đồng Nai,612,,,
laptop,"DELL Latitude 7290 Core i5, i7 8650U Ram 16G SSD 256GB màn 12.5in laptop mỏng nhẹ, tác vụ văn phòng, học tập, làm việc mượt mà.",https://www.lazada.vn/products/dell-latitude-7290-core-i5-i7-8650u-ram-16g-ssd-256gb-man-125in-laptop-mong-nhe-tac-vu-van-phong-hoc-tap-lam-viec-muot-ma-i2614032602.html,4.600.000 ₫,29% Off,Hồ Chí Minh,613,,,
laptop,"Laptop Dell Inspiron 5577 cấu hình cao Core i7, Ram 8gb, ổ cứng SSD 128gb + 500gb, card rời VGA, màn 15.6 FullHD, laptop lướt zin 99% giá tốt",https://www.lazada.vn/products/laptop-dell-inspiron-5577-cau-hinh-cao-core-i7-ram-8gb-o-cung-ssd-128gb-500gb-card-roi-vga-man-156-fullhd-laptop-luot-zin-99-gia-tot-i2473451163.html,9.250.000 ₫,19% Off,Hà Nội,614,,,
laptop,Laptop HP ProBook 450 G10 - 9H8W0PT (i7-1360P) (Bạc) - Bảo hành 12 tháng,https://www.lazada.vn/products/laptop-hp-probook-450-g10-9h8w0pt-i7-1360p-bac-bao-hanh-12-thang-i2606919982.html,22.890.000 ₫,17% Off,Hồ Chí Minh,615,,,
laptop,Laptop Dell Latitude 7400 E7400 i7-8665U | RAM 16G | SSD 256G | Màn 14 Inch FHD | Hàng Mỹ Đẹp 99%,https://www.lazada.vn/products/laptop-dell-latitude-7400-e7400-i7-8665u-ram-16g-ssd-256g-man-14-inch-fhd-hang-my-dep-99-i1997295800.html,7.900.000 ₫,,Hồ Chí Minh,616,,,
laptop,"Dell Latitude 7390 full hd văn phòng học tập mạnh mẽ, mỏng nhẹ và bền bỉ intel core i5 8350u",https://www.lazada.vn/products/dell-latitude-7390-full-hd-van-phong-hoc-tap-manh-me-mong-nhe-va-ben-bi-intel-core-i5-8350u-i2526123924.html,5.300.000 ₫,,Hồ Chí Minh,617,,,
laptop,Laptop Doanh Nhân Dell latitude E7300 Cpu Core i7 - 8665U / Ram 16GB/ SSD 512GB/ Màn 13 inch nhỏ gọn - FHD ( Có or k màn cảm ứng),https://www.lazada.vn/products/laptop-doanh-nhan-dell-latitude-e7300-cpu-core-i7-8665u-ram-16gb-ssd-512gb-man-13-inch-nho-gon-fhd-co-or-k-man-cam-ung-i2335117096.html,7.500.000 ₫,4% Off,Hồ Chí Minh,618,,,
laptop,"Máy tính xách tay Dell Insprion 3480 Core i5-7200U, Ram 8Gb, SSD 256GB, Màn hình 14""",https://www.lazada.vn/products/may-tinh-xach-tay-dell-insprion-3480-core-i5-7200u-ram-8gb-ssd-256gb-man-hinh-14-i2319350512.html,5.680.000 ₫,5% Off,Nam Định,619,,,
laptop,"Máy tính Laptop Dell Latitude 7480Intel Core i5-7200U, Ram 8, SSD 256, 14inch Full HD",https://www.lazada.vn/products/may-tinh-laptop-dell-latitude-7480intel-core-i5-7200u-ram-8-ssd-256-14inch-full-hd-i2123708940.html,5.000.000 ₫,,Nam Định,620,,,
laptop,"Thinkpad X220 Core i5 2450M Ram 8G SSD 256G 12.5inch Cam, Míc",https://www.lazada.vn/products/thinkpad-x220-core-i5-2450m-ram-8g-ssd-256g-125inch-cam-mic-i1519347791.html,2.800.000 ₫,42% Off,Hồ Chí Minh,621,,,
laptop,Laptop HP 240 G10 i3 N305/8GB/256GB/14'' FHD/Win11,https://www.lazada.vn/products/laptop-hp-240-g10-i3-n3058gb256gb14-fhdwin11-i2618044890.html,9.490.000 ₫,21% Off,Hồ Chí Minh,622,,,
laptop,Laptop HP Envy x360 13-bf0113TU (7C0V8PA) (i5-1230U) (Xanh) - Bảo hành 12 tháng,https://www.lazada.vn/products/laptop-hp-envy-x360-13-bf0113tu-7c0v8pa-i5-1230u-xanh-bao-hanh-12-thang-i2606943794.html,22.590.000 ₫,22% Off,Hồ Chí Minh,623,,,
laptop,Laptop Lenovo ThinkPad L590/ Core i7- 8565U Ram 16gb SSD 512gb Pin&gt;4h,https://www.lazada.vn/products/laptop-lenovo-thinkpad-l590-core-i7-8565u-ram-16gb-ssd-512gb-pin4h-i2313161026.html,4.999.999 ₫,,Hà Nội,624,,,
laptop,Lenovo 2023 Máy tính xách tay mới Original Intel N5095 Vân tay Unlocked 15.6 inch HD IPS Máy tính xách tay 12G/16GB RAM 512GB SSD Intel Windows 11 Máy tính xách tay Backlit Bàn phím miễn phí Ba lô,https://www.lazada.vn/products/lenovo-2023-may-tinh-xach-tay-moi-original-intel-n5095-van-tay-unlocked-156-inch-hd-ips-may-tinh-xach-tay-12g16gb-ram-512gb-ssd-intel-windows-11-may-tinh-xach-tay-backlit-ban-phim-mien-phi-ba-lo-i2408328795.html,7.599.999 ₫,47% Off,Hải Phòng,625,,,
laptop,Laptop MD318 Intel Core i7 Ram 8G SSD 256 15.4inch,https://www.lazada.vn/products/laptop-md318-intel-core-i7-ram-8g-ssd-256-154inch-i2249352396.html,4.093.080 ₫,31% Off,Hồ Chí Minh,626,,,
laptop,[Trả góp 0%]Thinkpad T410 Core i7 620M Ram 8G SSD 128G 14inch,https://www.lazada.vn/products/tra-gop-0thinkpad-t410-core-i7-620m-ram-8g-ssd-128g-14inch-i1128546216.html,3.800.000 ₫,34% Off,Hồ Chí Minh,627,,,
laptop,Laptop Lenovo Ideapad Slim 5 16IMH9 - 83DC001RVN (Core Ultra 5-125H) (Xám) - Bảo hành 24 tháng,https://www.lazada.vn/products/laptop-lenovo-ideapad-slim-5-16imh9-83dc001rvn-core-ultra-5-125h-xam-bao-hanh-24-thang-i2645662204.html,21.390.000 ₫,14% Off,Hồ Chí Minh,628,,,
laptop,"Laptop Hp Elitebook 850 G7, Core i7 10610U, Ram 16GB, SSD 512, màn hình 15.6inch Full HD IPS, kèm chuột không dây, lót chuột, cặp laptop, cài win",https://www.lazada.vn/products/laptop-hp-elitebook-850-g7-core-i7-10610u-ram-16gb-ssd-512-man-hinh-156inch-full-hd-ips-kem-chuot-khong-day-lot-chuot-cap-laptop-cai-win-i2641328243.html,13.000.000 ₫,13% Off,Hà Nội,629,,,
laptop,Laptop HP Probook 450G3 Intel Core i5-6300/ Ram 8gb/ SSD 128Gb + HDD 500Gb/ 15.6 inch Full HD - Hành xách tay nhật 99%,https://www.lazada.vn/products/laptop-hp-probook-450g3-intel-core-i5-6300-ram-8gb-ssd-128gb-hdd-500gb-156-inch-full-hd-hanh-xach-tay-nhat-99-i1527943937.html,4.850.000 ₫,39% Off,Thái Bình,630,,,
laptop,[Mượt] Laptop panasonic SZ6,https://www.lazada.vn/products/muot-laptop-panasonic-sz6-i1635867326.html,3.590.000 ₫,40% Off,Hồ Chí Minh,631,,,
laptop,"Máy tính cũ Macboook,, Pro rentina 2015 13in Core i5/Ram 8gb/SSD 256gb) 150 lần",https://www.lazada.vn/products/may-tinh-cu-macboook-pro-rentina-2015-13in-core-i5ram-8gbssd-256gb-150-lan-i2415907040.html,6.250.000 ₫,4% Off,Hồ Chí Minh,632,,,
laptop,Laptop Lenovo ThinkPad X280 Core i7-8650U RAM 16G l SSD 256G l Màn 12 inch [BẢO HÀNH 3 - 12 THÁNG] Like New 99%,https://www.lazada.vn/products/laptop-lenovo-thinkpad-x280-core-i7-8650u-ram-16g-l-ssd-256g-l-man-12-inch-bao-hanh-3-12-thang-like-new-99-i1503399168.html,7.100.000 ₫,,Hồ Chí Minh,633,,,
laptop,"LAPTOP cũ Macb00k pr0 retina đời 2014 A1502 core i5-2.6ghz-ram 16gb-ssd 128gb-màn 2k- pin 5h, 1l sạc",https://www.lazada.vn/products/laptop-cu-macb00k-pr0-retina-doi-2014-a1502-core-i5-26ghz-ram-16gb-ssd-128gb-man-2k-pin-5h-1l-sac-i2423333221.html,7.050.000 ₫,7% Off,Đồng Nai,634,,,
laptop,"[ i Mâm ] Mac-book Pro 13"" A1502 Late 2013 không màn hình",https://www.lazada.vn/products/i-mam-mac-book-pro-13-a1502-late-2013-khong-man-hinh-i2222823596.html,2.750.000 ₫,,Hồ Chí Minh,635,,,
laptop,Máy Tính cũ Macbookl Rentina 2017 i5 /16gb/SSD 256gb MÀU GREY,https://www.lazada.vn/products/may-tinh-cu-macbookl-rentina-2017-i5-16gbssd-256gb-mau-grey-i1960863087.html,9.500.000 ₫,17% Off,Hồ Chí Minh,636,,,
laptop,Máy tính cũ Macboook Pro rentina 2015 13in (Core i5 2.70ghz/Ram 16gb/SSD 256gb PIn 5h) full hôp,https://www.lazada.vn/products/may-tinh-cu-macboook-pro-rentina-2015-13in-core-i5-270ghzram-16gbssd-256gb-pin-5h-full-hop-i2411224157.html,7.500.000 ₫,16% Off,Hồ Chí Minh,637,,,
laptop,Máy Tính Cũ Mac Pro 13in Core i7 2.80ghz/Ram 8gb SSD 256gb,https://www.lazada.vn/products/may-tinh-cu-mac-pro-13in-core-i7-280ghzram-8gb-ssd-256gb-i1994033121.html,5.500.000 ₫,27% Off,Hồ Chí Minh,638,,,
laptop,"Mac air 13.3inch 2015 i5/ram 8 gb/ssd 128gb , chức năng hoàn hảo,...",https://www.lazada.vn/products/mac-air-133inch-2015-i5ram-8-gbssd-128gb-chuc-nang-hoan-hao-i2251676772.html,5.500.000 ₫,15% Off,Đồng Nai,639,,,
laptop,Laptop Dell latitude 7390 màn hình cảm ứng nhạy 13in core i7 th8/ ram 8gb/ ssd 256gb,https://www.lazada.vn/products/laptop-dell-latitude-7390-man-hinh-cam-ung-nhay-13in-core-i7-th8-ram-8gb-ssd-256gb-i2618315931.html,7.315.000 ₫,8% Off,Đồng Nai,640,,,
laptop,a7 Máy Tính Xách Tay Nhỏ a6 Notepad Học Sinh Mang Theo Túi Mini Đơn Giản,https://www.lazada.vn/products/a7-may-tinh-xach-tay-nho-a6-notepad-hoc-sinh-mang-theo-tui-mini-don-gian-i2326428751.html,147.177 ₫,10% Off,Nước ngoài,641,,,
laptop,Máy Tính Xách Tay Dell Inspiron 14 3441 3442 3443 A Shell B C D E,https://www.lazada.vn/products/may-tinh-xach-tay-dell-inspiron-14-3441-3442-3443-a-shell-b-c-d-e-i2206574916.html,478.000 ₫,17% Off,Nước ngoài,642,,,
laptop,"Bán Xác Laptop HP CQ40, Acer 4738Z: 400k/ 1 máy.",https://www.lazada.vn/products/ban-xac-laptop-hp-cq40-acer-4738z-400k-1-may-i2328471058.html,400.000 ₫,,Tiền Giang,643,,,
laptop,"Thanh lý Laptop Lenovo, Màn hình 14 inh, phím mới thay. Giá 1triệu Có ship tỉnh. Điện thoai: 077 968 0322",https://www.lazada.vn/products/thanh-ly-laptop-lenovo-man-hinh-14-inh-phim-moi-thay-gia-1trieu-co-ship-tinhdien-thoai-077-968-0322-i2162487200.html,1.000.000 ₫,,Tiền Giang,644,,,
laptop,Laptop Asus E200H X205TA win 10 siêu mỏng nhẹ học online văn phòng xem phim lướt web,https://www.lazada.vn/products/laptop-asus-e200h-x205ta-win-10-sieu-mong-nhe-hoc-online-van-phong-xem-phim-luot-web-i2098607392.html,2.970.000 ₫,,Hà Nội,645,,,
laptop,[Trả góp 0%]Dell Latitude E6410 Core i5 Ram 8G HDD 500G 14inch/SẠC/CHUỘT/TÚI,https://www.lazada.vn/products/tra-gop-0dell-latitude-e6410-core-i5-ram-8g-hdd-500g-14inchsacchuottui-i505198069.html,3.450.000 ₫,28% Off,Hồ Chí Minh,646,,,
laptop,[HCM] Laptop Cũ HP 430 CPU Core I5-2430M/ Ram 4GB/ HDD 500GB/ VGA Intel HD Graphics/ LCD 14.0'' inch (Cắm Sạc Dùng trực tiếp vào máy),https://www.lazada.vn/products/hcm-laptop-cu-hp-430-cpu-core-i5-2430m-ram-4gb-hdd-500gb-vga-intel-hd-graphics-lcd-140-inch-cam-sac-dung-truc-tiep-vao-may-i2551734873.html,1.326.000 ₫,,Hồ Chí Minh,647,,,
laptop,Rả Xác Laptop HP 15R208TU (15-R208TU) - Intel Core i3-5010U 2.1GHz,https://www.lazada.vn/products/ra-xac-laptop-hp-15r208tu-15-r208tu-intel-core-i3-5010u-21ghz-i2214044492.html,78.886 ₫,,Hồ Chí Minh,648,,,
laptop,Màn hình laptop 14.0 LED SLIM 30 và 40 CHÂN- 40 PIN và các loại khác,https://www.lazada.vn/products/man-hinh-laptop-140-led-slim-30-va-40-chan-40-pin-va-cac-loai-khac-i2214035395.html,299.712 ₫,,Hồ Chí Minh,649,,,
laptop,tuoch pad. tấm cảm ứng laptop x202e asus,https://www.lazada.vn/products/tuoch-pad-tam-cam-ung-laptop-x202e-asus-i1341907946.html,140.000 ₫,,Bình Định,650,,,
laptop,"Máy tính Laptop Dell Laititude 7490 Core i5, Ram 8, SSD 256, 14inch Full HD",https://www.lazada.vn/products/may-tinh-laptop-dell-laititude-7490-core-i5-ram-8-ssd-256-14inch-full-hd-i2010015724.html,6.000.000 ₫,,Nam Định,651,,,
laptop,Laptop Dell Latitude E5470/ i7 6600HQ – RAM 8GB – SSD 256GB – MH 14″ FULL HD,https://www.lazada.vn/products/laptop-dell-latitude-e5470-i7-6600hq-ram-8gb-ssd-256gb-mh-14-full-hd-i1765105659.html,4.380.000 ₫,,Hưng Yên,652,,,
laptop,[Mã 159ELHA giảm 7% đơn 300K] Laptop dell chính hãng cũ pin chai tặng kèm bộ nguồn dùng ok giá 1 trệu 7,https://www.lazada.vn/products/ma-159elha-giam-7-don-300k-laptop-dell-chinh-hang-cu-pin-chai-tang-kem-bo-nguon-dung-ok-gia-1-treu-7-i2634665305.html,1.700.000 ₫,,Hồ Chí Minh,653,,,
laptop,Laptop Dell Latitude E7480 màn cảm ứng 14 inch FHD - Core i5 7200U 8G 256G SSD,https://www.lazada.vn/products/laptop-dell-latitude-e7480-man-cam-ung-14-inch-fhd-core-i5-7200u-8g-256g-ssd-i2518099649.html,3.788.000 ₫,12% Off,Nghệ An,654,,,
laptop,Laptop 2 in 1 HP Elite x2 1012 Kèm Bàn Phím Có Đèn Windows 10 Bản Quyền,https://www.lazada.vn/products/laptop-2-in-1-hp-elite-x2-1012-kem-ban-phim-co-den-windows-10-ban-quyen-i2144258776.html,2.950.000 ₫,,Hồ Chí Minh,655,,,
laptop,"Laptop cũ chính hãng Windows 10 - Dùng làm việc, học tập, giải trí nhẹ nhàng",https://www.lazada.vn/products/laptop-cu-chinh-hang-windows-10-dung-lam-viec-hoc-tap-giai-tri-nhe-nhang-i2634438312.html,1.999.000 ₫,,Hồ Chí Minh,656,,,
laptop,"Laptop Dell Latitude 5470, core i7 ram 8gb, SSD 256gb, màn hình 14inch FHD, máy tính xách tay cũ giá rẻ",https://www.lazada.vn/products/laptop-dell-latitude-5470-core-i7-ram-8gb-ssd-256gb-man-hinh-14inch-fhd-may-tinh-xach-tay-cu-gia-re-i2592216989.html,4.850.000 ₫,17% Off,Hà Nội,657,,,
laptop,Laptop dell đầy đủ phụ kiện loa nghe nhỏ nên bán rẻ,https://www.lazada.vn/products/laptop-dell-day-du-phu-kien-loa-nghe-nho-nen-ban-re-i2634669262.html,1.700.000 ₫,,Hồ Chí Minh,658,,,
laptop,Laptop Chính Hãng Core i5 Ram 8G SSD (Bảo Hành 1 Năm),https://www.lazada.vn/products/laptop-chinh-hang-core-i5-ram-8g-ssd-bao-hanh-1-nam-i2634514849.html,1.999.000 ₫,,Hồ Chí Minh,659,,,
laptop,"Laptop HP P8400 ram 3Gb ổ cứng 32Gb màn hình 14 inch đầy đủ phụ kiện, bảo hành 7 tháng",https://www.lazada.vn/products/laptop-hp-p8400-ram-3gb-o-cung-32gb-man-hinh-14-inch-day-du-phu-kien-bao-hanh-7-thang-i2634641271.html,2.000.000 ₫,,Hồ Chí Minh,660,,,
laptop,"DELL LATITUDE 5300 CORE I5 8365U RAM 16G SSD 256G 13,3ICNH ĐÈN PHÍM",https://www.lazada.vn/products/dell-latitude-5300-core-i5-8365u-ram-16g-ssd-256g-133icnh-den-phim-i2280989018.html,5.900.000 ₫,25% Off,Hồ Chí Minh,661,,,
laptop,"Laptop Fujitsu SH75/M Core i5-4300U, 10gb Ram, 256gb SSD, 13.3inch 2K IPS, nhập khẩu Nhật Bản",https://www.lazada.vn/products/laptop-fujitsu-sh75m-core-i5-4300u-10gb-ram-256gb-ssd-133inch-2k-ips-nhap-khau-nhat-ban-i1618152123.html,3.600.000 ₫,,Hưng Yên,662,,,
laptop,"Laptop HP Pavilion 15-eg2063TU / Bạc/ Intel Core i3-1215U (Up to 4,40 GHz, 10MB)/ RAM 8GB/ 256GB SSD/ Intel UHD Graphics/ 15.6 Inch FHD/ 3 Cell/ Win 11SL/ 1Yr",https://www.lazada.vn/products/laptop-hp-pavilion-15-eg2063tu-bac-intel-core-i3-1215u-up-to-440-ghz-10mb-ram-8gb-256gb-ssd-intel-uhd-graphics-156-inch-fhd-3-cell-win-11sl-1yr-i1934496143.html,17.129.200 ₫,,Hà Nội,663,,,
laptop,Laptop NEC Versapro VK26 màn 15.6 inch - Ram 8G 256G SSD,https://www.lazada.vn/products/laptop-nec-versapro-vk26-man-156-inch-ram-8g-256g-ssd-i2487262543.html,2.358.000 ₫,15% Off,Nghệ An,664,,,
laptop,"Laptop NEC LS550 Core i5, 8gb ram, 256gb ssd màn 15,6inch nhập nhật Bản",https://www.lazada.vn/products/laptop-nec-ls550-core-i5-8gb-ram-256gb-ssd-man-156inch-nhap-nhat-ban-i2651938915.html,1.700.000 ₫,,Hưng Yên,665,,,
laptop,[HCM] Laptop Cũ Lenovo T430 CPU Core I5-3320M/ Ram 4GB/ HDD 320GB/ VGA Intel HD Graphics/ LCD 14.0'' inch,https://www.lazada.vn/products/hcm-laptop-cu-lenovo-t430-cpu-core-i5-3320m-ram-4gb-hdd-320gb-vga-intel-hd-graphics-lcd-140-inch-i2545663703.html,1.530.000 ₫,,Hồ Chí Minh,666,,,
laptop,"Laptop NEC LM750 Core i7, 8gb ram, 256gb ssd màn hình 13.3inch HD, Full phím số",https://www.lazada.vn/products/laptop-nec-lm750-core-i7-8gb-ram-256gb-ssd-man-hinh-133inch-hd-full-phim-so-i2652071425.html,1.700.000 ₫,,Hưng Yên,667,,,
laptop,"Laptop Lenovo ThinkBook G2 Core i5-1135G7, 16gb ram, 512gb SSD, màn 15.6inch Full HD",https://www.lazada.vn/products/laptop-lenovo-thinkbook-g2-core-i5-1135g7-16gb-ram-512gb-ssd-man-156inch-full-hd-i2649937032.html,8.500.000 ₫,,Hưng Yên,668,,,
laptop,"Laptop Masstel E140 Celeron N4120/4GB/128GB/14""HD/Win 10",https://www.lazada.vn/products/laptop-masstel-e140-celeronn41204gb128gb14hdwin-10-i2613172123.html,7.990.000 ₫,,Hồ Chí Minh,669,,,
laptop,[ƯU ĐÃI SỐC] Laptop Giáo dục Masstel E116 - Hàng chính hãng - Mua App quản lý con tặng ngay Laptop giáo dục E116,https://www.lazada.vn/products/uu-dai-soc-laptop-giao-duc-masstel-e116-hang-chinh-hang-mua-app-quan-ly-con-tang-ngay-laptop-giao-duc-e116-i2295487908.html,2.990.000 ₫,25% Off,Hà Nội,670,,,
laptop,Laptop ASUS VivoBook F512J/ Intel Core i5-1035G1/ Ram 20GB/ SSD 512GB + HDD 1TB/ 15.6''FHD Touch/ Xám,https://www.lazada.vn/products/laptop-asus-vivobook-f512j-intel-core-i5-1035g1-ram-20gb-ssd-512gb-hdd-1tb-156fhd-touch-xam-i2266435609.html,9.630.000 ₫,,Hồ Chí Minh,671,,,
laptop,[HCM] Laptop Cũ Acer Aspire Z1401 CPU Intel Celeron N2940/ Ram 4GB/ HDD 500GB/ VGA Intel HD Graphics/ LCD 14.0'' inch (Cắm sạc trực tiếp vào máy xài),https://www.lazada.vn/products/hcm-laptop-cu-acer-aspire-z1401-cpu-intel-celeron-n2940-ram-4gb-hdd-500gb-vga-intel-hd-graphics-lcd-140-inch-cam-sac-truc-tiep-vao-may-xai-i2565879832.html,1.326.000 ₫,,Hồ Chí Minh,672,,,
laptop,LAPTOP 2 IN 1 - SURFACE PRO 3 CORE I7 4650U RAM 8G SSD 512G 12INCH 2K TOUCH,https://www.lazada.vn/products/laptop-2-in-1-surface-pro-3-core-i7-4650u-ram-8g-ssd-512g-12inch-2k-touch-i2632913540.html,4.900.000 ₫,50% Off,Hồ Chí Minh,673,,,
laptop,"Laptop 2 trong 1 Fujitsu Q736/P Core i5-6300U, 4gb ram, 256gb SSD, màn 13.3” Full HD IPS cảm ứng, màn hình tháo rời",https://www.lazada.vn/products/laptop-2-trong-1-fujitsu-q736p-core-i5-6300u-4gb-ram-256gb-ssd-man-133-full-hd-ips-cam-ung-man-hinh-thao-roi-i2290466946.html,2.990.000 ₫,,Hưng Yên,674,,,
laptop,laptop dell latitude e6520 i5 15.6 inch Ram 4GB HDD 1000GB hàng nhập khẩu mỹ full box zin all bảo hành 12 tháng,https://www.lazada.vn/products/laptop-dell-latitude-e6520-i5-156-inch-ram-4gb-hdd-1000gb-hang-nhap-khau-my-full-box-zin-all-bao-hanh-12-thang-i251075548.html,1.900.000 ₫,,Hà Nội,675,,,
laptop,LAPTOP A1465- 2012 CORE I5 RAM 8G SSD 128G 11.6INCH,https://www.lazada.vn/products/laptop-a1465-2012-core-i5-ram-8g-ssd-128g-116inch-i2402316025.html,3.900.000 ₫,43% Off,Hồ Chí Minh,676,,,
laptop,Laptop Lenovo ThinkPad X1 Carbon Gen 5 i7-7600U RAM 16GB SSD 256GB 14' FHD/QHD 2K[ bảo hành 3 - 12 tháng ],https://www.lazada.vn/products/laptop-lenovo-thinkpad-x1-carbon-gen-5-i7-7600u-ram-16gb-ssd-256gb-14-fhdqhd-2k-bao-hanh-3-12-thang-i1503519102.html,6.900.000 ₫,,Hồ Chí Minh,677,,,
