Type,Title,Link,Price_sale,Sale_off,Total_sold,Preview,Location,Price_original,Ship_price,Return,Sale_rating,Ship_on_time,Chat_response,One_star,Two_star,Three_star,Four_star,Five_star
dien thoai,Điện Thoại Samsung S23 Plus (8GB/256GB) Hàng Chính Hãng Bảo Hành 12 Tháng Toàn Quốc,https://www.lazada.vn/products/dien-thoai-samsung-plus-8gb256gb-hang-chinh-hang-bao-hanh-12-thang-toan-quoc-i2211049293.html,17.990.000 ₫,,,,Bến Tre,,28.700 ₫,30 Ngày Trả Hàng Miễn Phí,83%,Không đủ thông tin,Không đủ thông tin,['0'],['0'],['0'],['0'],['0']
dien thoai,Điện thoại Samsung Galaxy S24 5G 8GB/256GB Chính Hãng - Bảo hành độc quyền tại Di Động Việt 02 năm,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-5g-8gb256gb-chinh-hang-bao-hanh-doc-quyen-tai-di-dong-viet-02-nam-i2631734935.html,17.950.000 ₫,22% Off,,,Hồ Chí Minh,,,,,,,['0'],['0'],['0'],['0'],['0']
dien thoai,Điện thoại Black shark 3 trắng . Đẹp keng . 2sim.,https://www.lazada.vn/products/dien-thoai-black-shark-3-trang-dep-keng-2sim-i1703888692.html,17.800.000 ₫,,45 Đã bán,(5),Hồ Chí Minh,,Miễn phí,,100%,Không đủ thông tin,Không đủ thông tin,['0'],['0'],['0'],['0'],['5']
dien thoai,Điện thoại Samsung Z Fold 4 5G (12GB/512GB) - Hàng 99%,https://www.lazada.vn/products/dien-thoai-samsung-z-fold-4-5g-12gb512gb-hang-99-i2640618378.html,17.499.000 ₫,,,,Hồ Chí Minh,,16.500 ₫,,Không đủ thông tin,Không đủ thông tin,60%,['0'],['0'],['0'],['0'],['0']
dien thoai,"Điện thoại Samsung Galaxy S24+ 5G (12GB/256GB) Nguyên seal, chính hãng,MỚI 100%,Màn hình: Dynamic AMOLED 2X 6.7"" Quad HD+ (2K+), Camera sau: Chính 50 MP & Phụ 12 MP, 10 MP, Camera trước: 12 MP Chip: Exynos 2400 8 nhân, SIM:1 Nano SIM & 1 eSIM,Pin: 4000mAh",https://www.lazada.vn/products/dien-thoai-samsung-galaxy-5g-12gb256gb-nguyen-seal-chinh-hangmoi-100man-hinhdynamic-amoled-2x-67-quad-hd-2k-camera-sau-chinh-50-mp-phu-12-mp-10-mp-camera-truoc-12-mp-chip-exynos-2400-8-nhan-sim1-nano-sim-1-esimpin-4000mah-i2556506948.html,17.290.000 ₫,36% Off,,,Hồ Chí Minh,26.990.000 ₫,Miễn phí,,98%,100%,90%,['0'],['0'],['0'],['0'],['0']
dien thoai,Điện Thoại Samsung Galaxy S23,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-i2538970259.html,17.020.000 ₫,26% Off,,(1),Hà Nội,22.990.000 ₫,,30 Ngày Trả Hàng Miễn Phí,94%,Không đủ thông tin,71%,['0'],['0'],['0'],['0'],['1']
dien thoai,Điện Thoại Samsung Galaxy S23 | 256GB và 128GB,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-256gb-va-128gb-i2186549179.html,17.020.000 ₫,26% Off,10 Đã bán,(2),Hà Nội,24.989.800 ₫,,30 Ngày Trả Hàng Miễn Phí,92%,Không đủ thông tin,33%,['0'],['0'],['0'],['0'],['2']
dien thoai,Điện thoại OPPO Find N2 Flip - Hàng chính hãng,https://www.lazada.vn/products/dien-thoai-oppo-find-n2-flip-hang-chinh-hang-i2223306984.html,16.990.000 ₫,15% Off,13 Đã bán,(5),Hồ Chí Minh,19.990.000 ₫,18.300 ₫,30 Ngày Trả Hàng Miễn Phí,99%,100%,83%,['0'],['0'],['0'],['0'],['5']
dien thoai,Điện thoại Samsung Galaxy S23 Plus 5G 256GB,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-plus-5g-256gb-i2182820235.html,16.990.000 ₫,35% Off,11 Đã bán,(1),Hồ Chí Minh,25.990.000 ₫,16.500 ₫,,97%,Không đủ thông tin,Không đủ thông tin,['0'],['0'],['0'],['0'],['1']
dien thoai,Điện thoại Samsung Galaxy S22 Ultra 5G - Hàng Chính Hãng,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-ultra-5g-hang-chinh-hang-i1749278855.html,16.990.000 ₫,45% Off,31 Đã bán,(12),Hồ Chí Minh,33.990.000 ₫,16.500 ₫,,97%,Không đủ thông tin,Không đủ thông tin,['0'],['0'],['0'],['2'],['10']
dien thoai,"Điện Thoại Samsung Galaxy S23 Plus 5G 2 sim Mỹ chính hãng Snapdragon 8 Gen 2 Bảo hành 12 tháng , Tặng kèm sạc nhanh 25w tại Playmobile",https://www.lazada.vn/products/dien-thoai-samsung-galaxy-plus-5g-2-sim-my-chinh-hang-snapdragon-8-gen-2-bao-hanh-12-thang-tang-kem-sac-nhanh-25w-tai-playmobile-i2423533521.html,16.490.000 ₫,,,(1),Hà Nội,,13.700 ₫,,95%,100%,100%,['0'],['0'],['0'],['0'],['1']
dien thoai,"Điện Thoại Google Pixel 8 Pro, Chip Tensor G3 Với AI Camera Siêu Đỉnh, Ram 12/128/256/512GB/1T, SonPixel.",https://www.lazada.vn/products/dien-thoai-google-pixel-8-pro-chip-tensor-g3-voi-ai-camera-sieu-dinh-ram-12128256512gb1t-sonpixel-i2431492833.html,15.890.000 ₫,38% Off,7 Đã bán,(1),Hà Nội,32.900.000 ₫,38.000 ₫,,91%,95%,100%,['0'],['0'],['0'],['0'],['1']
dien thoai,"Điện thoại Samsung Galaxy S24 - Hàng Chính Hãng, Mới 100%, Nguyên seal",https://www.lazada.vn/products/dien-thoai-samsung-galaxy-hang-chinh-hang-moi-100-nguyen-seal-i2580640967.html,15.580.000 ₫,32% Off,,,Hồ Chí Minh,22.900.000 ₫,18.300 ₫,30 Ngày Trả Hàng Miễn Phí,99%,99%,97%,['0'],['0'],['0'],['0'],['0']
dien thoai,"Điện thoại Samsung Galaxy Z Flip 5 5G - Hàng Chính Hãng, MỚI 100%, Nguyên Seal",https://www.lazada.vn/products/dien-thoai-samsung-galaxy-z-flip-5-5g-hang-chinh-hang-moi-100-nguyen-seal-i2396598318.html,15.490.000 ₫,40% Off,,,Đà Nẵng,29.990.000 ₫,38.000 ₫,,97%,82%,86%,['0'],['0'],['0'],['0'],['0']
dien thoai,"Điện thoại Samsung Galaxy S24 5G (8GB/256GB) Nguyên seal, chính hãng, MỚI 100%, Màn hình:Dynamic AMOLED 2X 6.2"" Full HD+,Camera sau:Chính 50 MP & Phụ 12 MP, 10 MP,Camera trước:12 MP, Chip:Exynos 2400 8 nhân,SIM:1 Nano SIM & 1 eSIM, Pin, Sạc: 4000mAh-25W",https://www.lazada.vn/products/dien-thoai-samsung-galaxy-5g-8gb256gb-nguyen-seal-chinh-hang-moi-100-man-hinhdynamic-amoled-2x-62-full-hdcamera-sauchinh-50-mp-phu-12-mp-10-mpcamera-truoc12-mp-chipexynos-2400-8-nhansim1-nano-sim-1-esim-pin-sac-4000mah-25w-i2555922015.html,15.390.000 ₫,33% Off,,,Hồ Chí Minh,22.990.000 ₫,Miễn phí,,98%,100%,90%,['0'],['0'],['0'],['0'],['0']
dien thoai,"Điện thoại siêu bền Blackview BL9000 PRO (Camera chụp ảnh nhiệt FLIR®,5G,màn hình 6,78 '' FHD,Ram 24Gb(12gb+ 12GB),Rom 512GB, ,Pin 8800mAh, Android 14,chống nước,chống sốc)",https://www.lazada.vn/products/dien-thoai-sieu-ben-blackview-bl9000-pro-camera-chup-anh-nhiet-flir5gman-hinh-678-fhdram-24gb12gb-12gbrom-512gb-pin-8800mah-android-14chong-nuocchong-soc-i2663652930.html,14.995.000 ₫,5% Off,,,Hồ Chí Minh,15.790.000 ₫,Miễn phí,,97%,100%,50%,['0'],['0'],['0'],['0'],['0']
dien thoai,[ ĐIỆN THOẠI ] MOTOROLA MOTO RAZR 40 ULTRA 2023 ( Snapdragon 8+ Gen 1 ),https://www.lazada.vn/products/dien-thoai-motorola-moto-razr-40-ultra-2023-snapdragon-8-gen-1-i2607611518.html,14.500.000 ₫,,,,Hồ Chí Minh,,16.500 ₫,,Nhà bán hàng mới,66%,100%,['0'],['0'],['0'],['0'],['0']
dien thoai,Điện Thoại Samsung Galaxy Note 20 Ultra 5G chip Snapdragon 865 ram 12GB/128+256GB Màn 120HZ || Zin đẹp,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-note-20-ultra-5g-chip-snapdragon-865-ram-12gb128256gb-man-120hz-zin-dep-i2301141327.html,14.500.000 ₫,,5 Đã bán,,Hà Nội,,Miễn phí,,Không đủ thông tin,Không đủ thông tin,Không đủ thông tin,['0'],['0'],['0'],['0'],['0']
dien thoai,Điện Thoại Samsung Galaxy S23 - Hàng Chính Hãng Mới 100% New Seal,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-hang-chinh-hang-moi-100-new-seal-i2177707148.html,14.390.000 ₫,37% Off,9 Đã bán,,Hà Nội,22.990.000 ₫,Miễn phí,,97%,50%,50%,['0'],['0'],['0'],['0'],['0']
dien thoai,Điện Thoại Samsung Galaxy S22 Ultra 5G Mỹ 2 sim Chính Hãng | Snapdragon 8 Gen 1 Tại Playmobile,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-ultra-5g-my-2-sim-chinh-hang-snapdragon-8-gen-1-tai-playmobile-i2092505132.html,14.122.403 ₫,9% Off,69 Đã bán,(18),Hà Nội,17.990.000 ₫,13.700 ₫,,95%,100%,100%,['0'],['1'],['0'],['0'],['17']
dien thoai,Điện thoại Samsung Galaxy S23 5G 8G 128GB Bảo Hành 12 Tháng,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-5g-8g-128gb-bao-hanh-12-thang-i2584320382.html,13.990.000 ₫,,,,Bến Tre,,28.700 ₫,30 Ngày Trả Hàng Miễn Phí,83%,Không đủ thông tin,Không đủ thông tin,['0'],['0'],['0'],['0'],['0']
dien thoai,Điện Thoại OPPO RENO8 Pro (12GB/256GB) - Hàng Chính Hãng,https://www.lazada.vn/products/dien-thoai-oppo-reno8-pro-12gb256gb-hang-chinh-hang-i2041200961.html,13.990.000 ₫,26% Off,32 Đã bán,(2),Hồ Chí Minh,18.990.000 ₫,18.300 ₫,30 Ngày Trả Hàng Miễn Phí,99%,100%,83%,['0'],['0'],['0'],['0'],['2']
dien thoai,Điện thoại Samsung Galaxy S23 5G (8/256G) - Chính Hãng - New 100% - Nguyên seal,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-5g-8256g-chinh-hang-new-100-nguyen-seal-i2185281835.html,13.878.080 ₫,37% Off,7 Đã bán,,Hồ Chí Minh,21.990.000 ₫,18.300 ₫,,97%,Không đủ thông tin,40%,['0'],['0'],['0'],['0'],['0']
dien thoai,[ ĐIỆN THOẠI ] XIAOMI 13 ULTRA 5G ( Snapdragon 8 Gen 2 ),https://www.lazada.vn/products/dien-thoai-xiaomi-13-ultra-5g-snapdragon-8-gen-2-i2602550424.html,13.500.000 ₫,,,,Hồ Chí Minh,,16.500 ₫,,Nhà bán hàng mới,66%,100%,['0'],['0'],['0'],['0'],['0']
dien thoai,Điện thoại 12 pro max,https://www.lazada.vn/products/dien-thoai-12-pro-max-i2483162100.html,13.400.000 ₫,,,,Nam Định,,37.700 ₫,,87%,80%,100%,['0'],['0'],['0'],['0'],['0']
dien thoai,[ ĐIỆN THOẠI ] SAMSUNG GALAXY S22 ULTRA 5G ( Snapdragon 8 Gen 1 ),https://www.lazada.vn/products/dien-thoai-samsung-galaxy-ultra-5g-snapdragon-8-gen-1-i2603629355.html,13.200.000 ₫,,,,Hồ Chí Minh,,16.500 ₫,,Nhà bán hàng mới,66%,100%,['0'],['0'],['0'],['0'],['0']
dien thoai,"Điện Thoại Google Pixel 8 Pro Lock, Chip Tensor G3 Với AI Camera Siêu Đỉnh, Ram 12/128/256/512GB/1T, SonPixel.",https://www.lazada.vn/products/dien-thoai-google-pixel-8-pro-lock-chip-tensor-g3-voi-ai-camera-sieu-dinh-ram-12128256512gb1t-sonpixel-i2553952348.html,13.190.000 ₫,31% Off,,,Hà Nội,24.550.000 ₫,38.000 ₫,,91%,95%,100%,['0'],['0'],['0'],['0'],['0']
dien thoai,Điện thoại Samsung Galaxy S23 FE 256G - Độc quyền online,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-fe-256g-doc-quyen-online-i2436838652.html,12.998.500 ₫,23% Off,16 Đã bán,(2),Hồ Chí Minh,16.890.500 ₫,,,91%,Không đủ thông tin,100%,['0'],['0'],['0'],['1'],['2']
dien thoai,Điện thoại Samsung Galaxy S22 Ultra (12GB - 256/512GB) - Độc quyền SSVN tặng kèm sạc - Bảo hành 1 đổ,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-ultra-12gb-256512gb-doc-quyen-ssvn-tang-kem-sac-bao-hanh-1-do-i2640665370.html,12.990.000 ₫,24% Off,,,Hồ Chí Minh,16.990.000 ₫,16.500 ₫,,Không đủ thông tin,Không đủ thông tin,60%,['0'],['0'],['0'],['0'],['0']
dien thoai,Điện thoại Samsung Galaxy S23 FE 5G - Chính hãng,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-fe-5g-chinh-hang-i2602793722.html,12.940.000 ₫,13% Off,,,Hà Nội,16.890.000 ₫,38.000 ₫,,98%,100%,92%,['0'],['0'],['0'],['0'],['0']
dien thoai,Điện Thoại Samsung Galaxy S23 5G 2 sim Bản Mỹ Chính hãng | Snapdragon 8 gen2 8/128GB Kèm sạc 25w Playmobile,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-5g-2-sim-ban-my-chinh-hang-snapdragon-8-gen2-8128gb-kem-sac-25w-playmobile-i2500881528.html,12.890.000 ₫,,,,Hà Nội,,13.700 ₫,,95%,100%,100%,['0'],['0'],['0'],['0'],['0']
dien thoai,"Điện Thoại Samsung Galaxy Z Flip 4 5G 8/256GB - Hàng Chính Hãng, New Seal",https://www.lazada.vn/products/dien-thoai-samsung-galaxy-z-flip-4-5g-8256gb-hang-chinh-hang-new-seal-i1990086181.html,12.690.000 ₫,33% Off,12 Đã bán,(2),Hồ Chí Minh,25.990.000 ₫,16.500 ₫,,97%,Không đủ thông tin,40%,['0'],['0'],['0'],['0'],['2']
dien thoai,Điện thoại Xiaomi Redmi K60 Ultra Dimensity 9200+ sạc nhanh 120W,https://www.lazada.vn/products/dien-thoai-xiaomi-redmi-k60-ultra-dimensity-9200-sac-nhanh-120w-i2556432689.html,12.389.000 ₫,,,,Nam Định,,43.900 ₫,,Không đủ thông tin,Không đủ thông tin,100%,['0'],['0'],['0'],['0'],['0']
dien thoai,"Điện Thoại Google Pixel 8, Ram 8/128/256GB, Chip Tensor G3 Với AI Camera Siêu Đỉnh, SonPixel.",https://www.lazada.vn/products/dien-thoai-google-pixel-8-ram-8128256gb-chip-tensor-g3-voi-ai-camera-sieu-dinh-sonpixel-i2431624470.html,12.290.000 ₫,36% Off,,(1),Hà Nội,19.200.000 ₫,38.000 ₫,,91%,95%,100%,['0'],['0'],['0'],['0'],['1']
dien thoai,Điện thoại Samsung Galaxy S23 FE (2023) - 128GB | 8GB ; 256GB | 8GB,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-fe-2023-128gb-8gb-256gb-8gb-i2538949437.html,12.200.000 ₫,18% Off,,(1),Hà Nội,14.900.000 ₫,,30 Ngày Trả Hàng Miễn Phí,94%,Không đủ thông tin,71%,['0'],['0'],['0'],['0'],['1']
dien thoai,Điện thoại Samsung Galaxy S23 FE (2023) - 128GB | 8GB ; 256GB | 8GB,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-fe-2023-128gb-8gb-256gb-8gb-i2436521527.html,12.200.000 ₫,18% Off,,,Hà Nội,16.890.500 ₫,,30 Ngày Trả Hàng Miễn Phí,92%,Không đủ thông tin,33%,['0'],['0'],['0'],['0'],['0']
dien thoai,"Điện thoại Chắc Chắn Unihertz Tank 2 (RAM 22GB,Rom 512GB,PIN 15.500mAh, Máy Chiếu Laser,Camera 108MP, G99, NFC,Tầm Nhìn Ban Đêm,chống nước,chống va đập)",https://www.lazada.vn/products/dien-thoai-chac-chan-unihertz-tank-2-ram-22gbrom-512gbpin-15500mah-may-chieu-lasercamera-108mp-g99-nfctam-nhin-ban-demchong-nuocchong-va-dap-i2395486719.html,11.990.000 ₫,8% Off,,(3),Hồ Chí Minh,12.990.000 ₫,19.600 ₫,,85%,Không đủ thông tin,100%,['0'],['0'],['0'],['0'],['3']
dien thoai,[GIÁ SỐC CHỈ 6.6] [VOUCHER 1.5TR] Điện thoại Samsung Galaxy S23 FE 8GB+128GB - Điện thoại AI - Galaxy AI - Camera Nightography - Vi xử lý Flagship 4nm,https://www.lazada.vn/products/gia-soc-chi-66-voucher-15tr-dien-thoai-samsung-galaxy-fe-8gb128gb-dien-thoai-ai-galaxy-ai-camera-nightography-vi-xu-ly-flagship-4nm-i2545583764.html,11.989.000 ₫,19% Off,90 Đã bán,(16),Hồ Chí Minh,14.890.000 ₫,16.500 ₫,30 Ngày Trả Hàng Miễn Phí,91%,99%,100%,['1'],['0'],['0'],['0'],['15']
dien thoai,"Điện thoại SIÊU BỀN 8849 TANK 2 (RAM 22GB,Rom 512GB,PIN 15.500mAh, Máy Chiếu Laser,Camera 108MP, G99, NFC,Tầm Nhìn Ban Đêm,chống nước,chống va đập)",https://www.lazada.vn/products/dien-thoai-sieu-ben-8849-tank-2-ram-22gbrom-512gbpin-15500mah-may-chieu-lasercamera-108mp-g99-nfctam-nhin-ban-demchong-nuocchong-va-dap-i2602471167.html,11.970.000 ₫,,,,Hồ Chí Minh,11.990.000 ₫,Miễn phí,,97%,100%,50%,['0'],['0'],['0'],['0'],['0']
dien thoai,Điện thoại 13 pro max fullbox bản quốc tế 256GB,https://www.lazada.vn/products/dien-thoai-13-pro-max-fullbox-ban-quoc-te-256gb-i2187819396.html,11.800.000 ₫,,,,Nam Định,,37.700 ₫,,87%,80%,100%,['0'],['0'],['0'],['0'],['0']
dien thoai,[ ĐIỆN THOẠI ] MOTOROLA MOTO RAZR 2022 ( Snapdragon 8+ Gen 1 ),https://www.lazada.vn/products/dien-thoai-motorola-moto-razr-2022-snapdragon-8-gen-1-i2607695278.html,11.700.000 ₫,,,,Hồ Chí Minh,,16.500 ₫,,Nhà bán hàng mới,66%,100%,['0'],['0'],['0'],['0'],['0']
dien thoai,Điện thoại di động Xiaomi 13T (12GB/256GB) - Chính hãng,https://www.lazada.vn/products/dien-thoai-di-dong-xiaomi-13t-12gb256gb-chinh-hang-i2427917018.html,11.680.000 ₫,10% Off,35 Đã bán,(8),Hồ Chí Minh,12.990.000 ₫,18.300 ₫,,98%,100%,92%,['0'],['0'],['0'],['0'],['9']
dien thoai,Điện thoại Samsung Galaxy S23 FE 128G - Độc quyền online,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-fe-128g-doc-quyen-online-i2436822647.html,11.617.600 ₫,22% Off,33 Đã bán,(2),Hồ Chí Minh,14.889.600 ₫,,30 Ngày Trả Hàng Miễn Phí,91%,Không đủ thông tin,100%,['0'],['0'],['0'],['0'],['3']
dien thoai,"Điện Thoại OPPO Reno 11 Pro 5G Likenew, Ram 12GB / ROM 512GB, Chip MediaTek Dimensity 8200 5G 8 nhân. SonPixel",https://www.lazada.vn/products/dien-thoai-oppo-reno-11-pro-5g-likenew-ram-12gb-rom-512gb-chip-mediatek-dimensity-8200-5g-8-nhan-sonpixel-i2610757011.html,11.250.000 ₫,16% Off,,,Hà Nội,13.350.000 ₫,38.000 ₫,,91%,95%,100%,['0'],['0'],['0'],['0'],['0']
dien thoai,Điện thoại Tecno CAMON 20 Premier 5G - 8GB/512GB | Dimensity 8050| Cụm Camera 108+50+ 2MP | AMOLED - Tần số quét 120Hz,https://www.lazada.vn/products/dien-thoai-tecno-camon-20-premier-5g-8gb512gb-dimensity-8050-cum-camera-10850-2mp-amoled-tan-so-quet-120hz-i2326338264.html,11.146.000 ₫,7% Off,31 Đã bán,(1),Hồ Chí Minh,11.990.000 ₫,16.500 ₫,30 Ngày Trả Hàng Miễn Phí,99%,100%,80%,['0'],['0'],['0'],['0'],['1']
dien thoai,"Điện thoại OPPO Reno10 Pro 5G 12GB/256GB Hàng Chính Hãng, Mới 100%",https://www.lazada.vn/products/dien-thoai-oppo-reno10-pro-5g-12gb256gb-hang-chinh-hang-moi-100-i2598504145.html,11.078.000 ₫,21% Off,,,Hồ Chí Minh,13.990.000 ₫,16.500 ₫,,100%,99%,100%,['0'],['0'],['0'],['0'],['0']
dien thoai,"Điện thoại Samsung Galaxy S23 FE (8GB/128GB) - Hàng chính hãng - Thiết kế đẹp, cụm 2 camera sắc nét, hiệu năng ổn định",https://www.lazada.vn/products/dien-thoai-samsung-galaxy-fe-8gb128gb-hang-chinh-hang-thiet-ke-dep-cum-2-camera-sac-net-hieu-nang-on-dinh-i2578991404.html,11.039.000 ₫,26% Off,,(0),Bến Tre,14.890.000 ₫,28.700 ₫,30 Ngày Trả Hàng Miễn Phí,98%,100%,100%,['0'],['0'],['0'],['0'],['1']
dien thoai,Điện thoại thông minh Redmi Note 13 Pro+ 5G (8+256GB),https://www.lazada.vn/products/dien-thoai-thong-minh-redmi-note-13-pro-5g-8256gb-i2530632751.html,10.990.000 ₫,,15 Đã bán,(1),Hồ Chí Minh,,18.300 ₫,30 Ngày Trả Hàng Miễn Phí,99%,99%,100%,['0'],['0'],['0'],['0'],['1']
dien thoai,Điện thoại Samsung Galaxy S23 FE 5G 128GB và 256GB - Hàng chính hãng,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-fe-5g-128gb-va-256gb-hang-chinh-hang-i2491781613.html,10.990.000 ₫,27% Off,,,Đà Nẵng,14.990.000 ₫,Miễn phí,,93%,Không đủ thông tin,100%,['0'],['0'],['0'],['0'],['0']
dien thoai,Điện thoại Samsung S22 Ultra 5G Mỹ 2 sim 128Gb 99% Fullbox,https://www.lazada.vn/products/dien-thoai-samsung-ultra-5g-my-2-sim-128gb-99-fullbox-i2453188914.html,10.990.000 ₫,35% Off,,(1),Hồ Chí Minh,16.900.000 ₫,18.300 ₫,,96%,75%,100%,['0'],['0'],['0'],['0'],['1']
dien thoai,Điện thoại Samsung Galaxy S23 FE 5G 8GB/128GB - Hàng Chính Hãng,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-fe-5g-8gb128gb-hang-chinh-hang-i2431668739.html,10.990.000 ₫,27% Off,,,Đà Nẵng,14.990.000 ₫,38.000 ₫,,97%,82%,86%,['0'],['0'],['0'],['0'],['0']
dien thoai,Điện thoại Samsung Galaxy S21 Ultra 5G New Seal Fullbox (Ram 12GB/ Mỹ - SSVN)- tại Bmobile,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-ultra-5g-new-seal-fullbox-ram-12gb-my-ssvn-tai-bmobile-i1555091018.html,10.890.000 ₫,39% Off,5 Đã bán,(2),Hà Nội,17.999.000 ₫,26.100 ₫,,100%,100%,100%,['0'],['0'],['0'],['0'],['2']
dien thoai,"Điện thoại Samsung Galaxy S23 FE (8GB/128GB) - Hàng chính hãng - Thiết kế đẹp, cụm 2 camera sắc nét, hiệu năng ổn định",https://www.lazada.vn/products/dien-thoai-samsung-galaxy-fe-8gb128gb-hang-chinh-hang-thiet-ke-dep-cum-2-camera-sac-net-hieu-nang-on-dinh-i2579015545.html,10.839.000 ₫,27% Off,,,Bến Tre,14.890.000 ₫,28.700 ₫,,97%,100%,100%,['0'],['0'],['0'],['0'],['0']
dien thoai,[ ĐIỆN THOẠI ] XIAOMI 12S ULTRA ( Snapdragon 8+ Gen 1 ),https://www.lazada.vn/products/dien-thoai-xiaomi-12s-ultra-snapdragon-8-gen-1-i2649547542.html,10.800.000 ₫,,,,Hồ Chí Minh,,16.500 ₫,,Nhà bán hàng mới,66%,100%,['0'],['0'],['0'],['0'],['0']
dien thoai,Điện thoại Samsung Galaxy M54 5G - 2 Sim 8GB/256GB New chính hãng,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-m54-5g-2-sim-8gb256gb-new-chinh-hang-i2538959309.html,10.791.000 ₫,10% Off,,,Hà Nội,11.990.000 ₫,,30 Ngày Trả Hàng Miễn Phí,94%,Không đủ thông tin,71%,['0'],['0'],['0'],['0'],['0']
dien thoai,Điện thoại Samsung Galaxy A73 5G | 256GB & 128GB,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-a73-5g-256gb-128gb-i2184835929.html,10.782.000 ₫,10% Off,5 Đã bán,,Hà Nội,12.980.000 ₫,,30 Ngày Trả Hàng Miễn Phí,92%,Không đủ thông tin,33%,['0'],['0'],['0'],['0'],['0']
dien thoai,Điện Thoại Samsung Galaxy A55 5G (8GB/128GB) Chính Hãng - Bảo Hành 12 Tháng,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-a55-5g-8gb128gb-chinh-hang-bao-hanh-12-thang-i2602362517.html,10.560.000 ₫,,,,Hồ Chí Minh,,19.600 ₫,30 Ngày Trả Hàng Miễn Phí,100%,Không đủ thông tin,Không đủ thông tin,['0'],['0'],['0'],['0'],['0']
dien thoai,[ ĐIỆN THOẠI ] ASUS ROG PHONE 6 ( Snapdragon® 8+ Gen 1 ) NEW FULLBOX,https://www.lazada.vn/products/dien-thoai-asus-rog-phone-6-snapdragon-8-gen-1-new-fullbox-i2608237826.html,10.500.000 ₫,,,,Hồ Chí Minh,,16.500 ₫,,Nhà bán hàng mới,66%,100%,['0'],['0'],['0'],['0'],['0']
dien thoai,[Mới] Điện thoại vivo V30e (12GB+256GB) - Hàng chính hãng - Bảo hành 12 tháng,https://www.lazada.vn/products/moi-dien-thoai-vivo-v30e-12gb256gb-hang-chinh-hang-bao-hanh-12-thang-i2646788055.html,10.490.000 ₫,,,,Hồ Chí Minh,,16.500 ₫,30 Ngày Trả Hàng Miễn Phí,99%,100%,Không đủ thông tin,['0'],['0'],['0'],['0'],['0']
dien thoai,Điện thoại Oppo Reno11 5G 8GB/256GB - Hàng chính hãng,https://www.lazada.vn/products/dien-thoai-oppo-reno11-5g-8gb256gb-hang-chinh-hang-i2545697812.html,10.490.000 ₫,13% Off,,,Đà Nẵng,11.990.000 ₫,38.000 ₫,,97%,82%,86%,['0'],['0'],['0'],['0'],['0']
dien thoai,Điện thoại Xiaomi 13T 5G 12GB/256GB - Chính Hãng DGW - BH 2 Năm,https://www.lazada.vn/products/dien-thoai-xiaomi-13t-5g-12gb256gb-chinh-hang-dgw-bh-2-nam-i2434232129.html,10.490.000 ₫,19% Off,,,Đà Nẵng,12.990.000 ₫,38.000 ₫,,97%,82%,86%,['0'],['0'],['0'],['0'],['0']
dien thoai,Điện thoại Samsung Galaxy A54 5G,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-a54-5g-i2327386125.html,10.490.000 ₫,,7 Đã bán,(2),Hồ Chí Minh,,,30 Ngày Trả Hàng Miễn Phí,99%,Không đủ thông tin,100%,['0'],['0'],['0'],['0'],['3']
dien thoai,"Điện Thoại Samsung Galaxy A71 128GB (8GB RAM) - Màn hình tràn viền vô cực 6.7 inch SuperAmold Full HD + Bộ 4 CAMERA SAU 64MP + Dung lượng Pin ấn tượng 4,500mAH",https://www.lazada.vn/products/dien-thoai-samsung-galaxy-a71-128gb-8gb-ram-man-hinh-tran-vien-vo-cuc-67-inch-superamold-full-hd-bo-4-camera-sau-64mp-dung-luong-pin-an-tuong-4500mah-i601132233.html,10.490.000 ₫,,,,Đăk Nông,,32.200 ₫,,Không đủ thông tin,Không đủ thông tin,Không đủ thông tin,['0'],['0'],['0'],['0'],['0']
