Type,Title,Link,Price_sale,Sale_off,Total_sold,Preview,Location,Price_original,Ship_price,Return,Sale_rating,Ship_on_time,Chat_response,One_star,Two_star,Three_star,Four_star,Five_star
dien thoai,Điện thoại Samsung Galaxy S23 Ultra - Mầu độc Quyền - 1TB｜12GB ; 512GB｜12GB ; 256GB｜8GB,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-ultra-mau-doc-quyen-1tb12gb-512gb12gb-256gb8gb-i2424977468.html,28.791.000 ₫,10% Off,,,Hà Nội,31.990.200 ₫,,30 Ngày Trả Hàng Miễn Phí,92%,Không đủ thông tin,33%,['0'],['0'],['0'],['0'],['0']
dien thoai,"Điện Thoại Realme 11 Pro+ 5G trang bị camera 200MP với IOS, chip siêu mạnh Dimensity 7050 - Hàng Chính Hãng",https://www.lazada.vn/products/dien-thoai-realme-11-pro-5g-trang-bi-camera-200mp-voi-ios-chip-sieu-manh-dimensity-7050-hang-chinh-hang-i2406801803.html,14.990.000 ₫,,,(1),Hồ Chí Minh,,Miễn phí,,100%,Không đủ thông tin,100%,['0'],['0'],['0'],['0'],['1']
dien thoai,Điện thoại 12 pro max,https://www.lazada.vn/products/dien-thoai-12-pro-max-i2483162100.html,13.400.000 ₫,,,,Nam Định,,37.700 ₫,,87%,80%,100%,['0'],['0'],['0'],['0'],['0']
dien thoai,Điện thoại Samsung Galaxy S23 FE (2023) - 128GB | 8GB ; 256GB | 8GB,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-fe-2023-128gb-8gb-256gb-8gb-i2436521527.html,12.200.000 ₫,18% Off,,,Hà Nội,16.890.500 ₫,,30 Ngày Trả Hàng Miễn Phí,92%,Không đủ thông tin,33%,['0'],['0'],['0'],['0'],['0']
dien thoai,Điện thoại 13 pro max fullbox bản quốc tế 256GB,https://www.lazada.vn/products/dien-thoai-13-pro-max-fullbox-ban-quoc-te-256gb-i2187819396.html,11.800.000 ₫,,,,Nam Định,,37.700 ₫,,87%,80%,100%,['0'],['0'],['0'],['0'],['0']
dien thoai,Điện thoại Samsung Galaxy S23 FE 2023 8GB/128GB | 8GB/256GB - Hàng Chính Hãng,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-fe-2023-8gb128gb-8gb256gb-hang-chinh-hang-i2458288006.html,11.690.000 ₫,22% Off,,,Đà Nẵng,,,,,,,['0'],['0'],['0'],['0'],['0']
dien thoai,Điện thoại di động Xiaomi 13T (12GB/256GB) - Chính hãng,https://www.lazada.vn/products/dien-thoai-di-dong-xiaomi-13t-12gb256gb-chinh-hang-i2427917018.html,11.680.000 ₫,10% Off,35 Đã bán,(8),Hồ Chí Minh,12.990.000 ₫,18.300 ₫,,98%,100%,92%,['0'],['0'],['0'],['0'],['9']
dien thoai,Điện thoại Samsung Galaxy S23 FE 128G - Độc quyền online,https://www.lazada.vn/products/dien-thoai-samsung-galaxy-fe-128g-doc-quyen-online-i2436822647.html,11.617.600 ₫,22% Off,33 Đã bán,(2),Hồ Chí Minh,14.889.600 ₫,,30 Ngày Trả Hàng Miễn Phí,91%,Không đủ thông tin,100%,['0'],['0'],['0'],['0'],['3']
dien thoai,"Điện thoại Samsung Galaxy S23 FE (8GB/128GB) - Hàng chính hãng - Thiết kế đẹp, cụm 2 camera sắc nét, hiệu năng ổn định",https://www.lazada.vn/products/dien-thoai-samsung-galaxy-fe-8gb128gb-hang-chinh-hang-thiet-ke-dep-cum-2-camera-sac-net-hieu-nang-on-dinh-i2578991404.html,11.039.000 ₫,26% Off,,(0),Bến Tre,14.890.000 ₫,28.700 ₫,30 Ngày Trả Hàng Miễn Phí,98%,100%,100%,['0'],['0'],['0'],['0'],['1']
dien thoai,Điện thoại thông minh Redmi Note 13 Pro+ 5G (8+256GB),https://www.lazada.vn/products/dien-thoai-thong-minh-redmi-note-13-pro-5g-8256gb-i2530632751.html,10.990.000 ₫,,15 Đã bán,(1),Hồ Chí Minh,,18.300 ₫,30 Ngày Trả Hàng Miễn Phí,99%,99%,98%,['0'],['0'],['0'],['0'],['1']
