Type,Title,Link,Price_sale,Sale_off,Total_sold,Preview,Location,Price_original,Ship_price,Return,Sale_rating,Ship_on_time,Chat_response,One_star,Two_star,Three_star,Four_star,Five_star
laptop,"Dell Inspiron 5420 {Core i5-1240P, RAM 16G, SSD 512G, VGA Iris Xe Graphics, Màn 14 in full HD+ IPS Ultrabook",https://www.lazada.vn/products/dell-inspiron-5420-core-i5-1240p-ram-16g-ssd-512g-vga-iris-xe-graphics-man-14-in-full-hd-ips-ultrabook-i2600864943.html,2.995.000 ₫,50% Off,,,Hà Nội,,,,,,,['0'],['0'],['0'],['0'],['0']
laptop,"Máy Tính Xách Tay Bàn Phím Bao Gồm, Màng Bảo Vệ Bàn Phím Cho 14 Inch Latitude 3400 A3430 Dell Inspiron 14 ''3000 5468 5000 5488 5480",https://www.lazada.vn/products/may-tinh-xach-tay-ban-phim-bao-gom-mang-bao-ve-ban-phim-cho-14-inch-latitude-3400-a3430-dell-inspiron-14-3000-5468-5000-5488-5480-i1496850993.html,39.000 ₫,17% Off,313 Đã bán,(67),Hồ Chí Minh,47.000 ₫,17.000 ₫,,96%,98%,97%,['11'],['1'],['3'],['5'],['47']
laptop,( E- Voucher ) Sở Hữu I.phone 15 Plus 512Gb - Màu Ngẫu Nhiên - Full Box - vòng 5 - VN30052024 ( Đọc mô tả sản phẩm),https://www.lazada.vn/products/e-voucher-so-huu-iphone-15-plus-512gb-mau-ngau-nhien-full-box-vong-5-vn30052024-doc-mo-ta-san-pham-i2657915073.html,29.000 ₫,42% Off,184 Đã bán,(78),Hồ Chí Minh,50.000 ₫,16.500 ₫,,Nhà bán hàng mới,100%,71%,['7'],['2'],['1'],['1'],['68']
laptop,Laptop Toshiba Dynabook B35 màn 15.6 inch - Core i5 5200u 16G 256G SSD,https://www.lazada.vn/products/laptop-toshiba-dynabook-b35-man-156-inch-core-i5-5200u-16g-256g-ssd-i2663313858.html,1.727.600 ₫,,,,Hà Nội,,Miễn phí,,Nhà bán hàng mới,Không đủ thông tin,Không đủ thông tin,['0'],['0'],['0'],['0'],['0']
laptop,Laptop Dell Inspiron 7567 máy tính giá rẻ(Core i7-7700HQ/8GB DDR4/HDD 500G+SSD 128G/GTX 1050),https://www.lazada.vn/products/laptop-dell-inspiron-7567-may-tinh-gia-recore-i7-7700hq8gb-ddr4hdd-500gssd-128ggtx-1050-i2600882792.html,3.200.000 ₫,50% Off,,,Hà Nội,6.400.000 ₫,Miễn phí,,Không đủ thông tin,Không đủ thông tin,Không đủ thông tin,['0'],['0'],['0'],['0'],['0']
laptop,Laptop mini hàng đẹp,https://www.lazada.vn/products/laptop-mini-hang-dep-i2631523178.html,902.899 ₫,25% Off,11 Đã bán,(2),Hưng Yên,1.499.999 ₫,70.000 ₫,,86%,100%,87%,['1'],['0'],['0'],['0'],['2']
laptop,Laptop cũ nhiều lựa chọn Pentium đến i3 i5 i7 Giá tốt nhất,https://www.lazada.vn/products/laptop-cu-nhieu-lua-chon-pentium-den-i3-i5-i7-gia-tot-nhat-i2252962767.html,1.000.000 ₫,,81 Đã bán,(28),Hà Nội,,198.200 ₫,,94%,20%,83%,['2'],['1'],['1'],['3'],['21']
laptop,"Lenovo mới tinh core Intel i7 6560U laptop 15, 6 inch 1 terabyte bộ nhớ Windows11 hệ thống RAM16GB máy tính laptop",https://www.lazada.vn/products/lenovo-moi-tinh-core-intel-i7-6560u-laptop-15-6-inch-1-terabyte-bo-nho-windows11-he-thong-ram16gb-may-tinh-laptop-i2629832469.html,7.224.999 ₫,52% Off,51 Đã bán,(5),Hải Phòng,13.899.999 ₫,Miễn phí,,100%,100%,100%,['0'],['0'],['0'],['0'],['5']
laptop,"【Vietnam spot】【ASUS Factory】Monsprin 2024 new Laptop 15.6"" FHD 11th gen Intel Celeron J4125 laptop giá rẻ ram 8g/12GB DDR4 128GB/256GB SSD Windows 10/Ms office notebook gaming Thích hợp cho các lớp học trực tuyến và văn phòng trực tuyến",https://www.lazada.vn/products/vietnam-spotasus-factorymonsprin-2024-new-laptop-156-fhd-11th-gen-intel-celeron-j4125-laptop-gia-re-ram-8g12gb-ddr4-128gb256gb-ssd-windows-10ms-office-notebook-gaming-thich-hop-cho-cac-lop-hoc-truc-tuyen-va-van-phong-truc-tuyen-i1915663823.html,6.519.809 ₫,8% Off,294 Đã bán,(118),Hồ Chí Minh,8.999.999 ₫,Miễn phí,,96%,100%,100%,['1'],['0'],['2'],['0'],['115']
laptop,"Laptop Cũ Rẻ Các Hãng Core i7 / i5 / Ram 8gb / Màn hình 14 - 15.6inch / Làm Văn Phòng, Học Tập Mượt Mà",https://www.lazada.vn/products/laptop-cu-re-cac-hang-core-i7-i5-ram-8gb-man-hinh-14-156inch-lam-van-phong-hoc-tap-muot-ma-i2412244652.html,2.622.600 ₫,42% Off,89 Đã bán,(36),Hồ Chí Minh,4.100.000 ₫,16.500 ₫,,96%,80%,94%,['1'],['1'],['1'],['5'],['28']
