Type,Title,Link,Price_sale,Sale_off,Total_sold,Preview,Location,Price_original,Ship_price,Return,Sale_rating,Ship_on_time,Chat_response,One_star,Two_star,Three_star,Four_star,Five_star
laptop,Laptop Core2 Core i3 i5 chính hãng (Phù hợp sinh viên văn phòng),https://www.lazada.vn/products/laptop-core2-core-i3-i5-chinh-hang-phu-hop-sinh-vien-van-phong-i976800746.html,1.200.000 ₫,8% Off,138 Đã bán,(56),Hồ Chí Minh,1.850.000 ₫,13.800 ₫,,90%,100%,100%,['4'],['2'],['1'],['2'],['47']
laptop,LAPTOP MD313LL/A CORE I5 RAM 8G SSD 256G 13.3INCH GIÁ RẺ,https://www.lazada.vn/products/laptop-md313lla-core-i5-ram-8g-ssd-256g-133inch-gia-re-i2096924660.html,3.730.000 ₫,37% Off,31 Đã bán,(11),Hồ Chí Minh,6.800.000 ₫,27.300 ₫,,96%,100%,100%,['1'],['0'],['0'],['0'],['10']
laptop,[Trả Góp 0% đến 12 Tháng] MacBook Air 15 inch M2 2023 - Hàng Chính Hãng,https://www.lazada.vn/products/tra-gop-0-den-12-thang-macbook-air-15-inch-m2-2023-hang-chinh-hang-i2370568169.html,27.590.000 ₫,16% Off,147 Đã bán,(3),Hồ Chí Minh,32.990.000 ₫,,30 Ngày Trả Hàng Miễn Phí,94%,98%,100%,['0'],['0'],['0'],['0'],['4']
laptop,Laptop cũ giá rẻ học tập giải trí nhiều hãng,https://www.lazada.vn/products/laptop-cu-gia-re-hoc-tap-giai-tri-nhieu-hang-i2301345090.html,1.799.000 ₫,,118 Đã bán,(37),Đồng Nai,,65.500 ₫,,96%,50%,50%,['0'],['0'],['0'],['1'],['36']
laptop,Laptop Dell Latitude E7270 ram 8G SSD 256G - Core i5 6200u Gọn nhẹ thời trang,https://www.lazada.vn/products/laptop-dell-latitude-e7270-ram-8g-ssd-256g-core-i5-6200u-gon-nhe-thoi-trang-i2302316653.html,3.248.000 ₫,10% Off,64 Đã bán,(28),Nghệ An,3.598.000 ₫,56.800 ₫,,94%,92%,91%,['0'],['0'],['0'],['0'],['28']
laptop,Laptop cũ giá rẻ lướt youtube (Core 2 Duo / 2GB / 120GB HDD) | Xả kho chính hãng,https://www.lazada.vn/products/laptop-cu-gia-re-luot-youtube-core-2-duo-2gb-120gb-hdd-xa-kho-chinh-hang-i974494760.html,1.200.000 ₫,8% Off,147 Đã bán,(62),Hồ Chí Minh,1.500.000 ₫,13.800 ₫,,90%,100%,100%,['5'],['0'],['1'],['3'],['54']
laptop,Laptop Dell Latitude E5480 màn 14 inch Ram 8G SSD 256G - Core i5 6200U Likenew,https://www.lazada.vn/products/laptop-dell-latitude-e5480-man-14-inch-ram-8g-ssd-256g-core-i5-6200u-likenew-i2272620468.html,3.258.000 ₫,19% Off,73 Đã bán,(32),Nghệ An,3.998.000 ₫,56.800 ₫,,94%,92%,91%,['0'],['0'],['1'],['0'],['31']
laptop,"Thanh lý Laptop Lenovo, Pentum (R), Giá bán 1,1 triệu",https://www.lazada.vn/products/thanh-ly-laptop-lenovo-pentum-r-gia-ban-11-trieu-i2281060212.html,978.780 ₫,11% Off,9 Đã bán,(1),Tiền Giang,1.100.000 ₫,40.300 ₫,,82%,86%,87%,['0'],['0'],['0'],['0'],['1']
laptop,"Laptop HP 4730S i7 , SSD120G , Ram 8G Hàng Nhập Khẩu Japan Giá sinh viên full box Tặng kèm box 250G (Giá rẻ nếu mua số lượng)",https://www.lazada.vn/products/laptop-hp-4730s-i7-ssd120g-ram-8g-hang-nhap-khau-japan-gia-sinh-vien-full-box-tang-kem-box-250g-gia-re-neu-mua-so-luong-i251073973.html,2.455.000 ₫,,14 Đã bán,(2),Hà Nội,,38.000 ₫,,79%,84%,96%,['0'],['0'],['1'],['0'],['1']
laptop,Laptop Dell Intel Core i5 4310U 2.0Ghz ~ 3.0Ghz / Ram 4G / Ổ SSD 128G / Màn hình 12.5 inch HD / Tặng kèm chuột + lót chuột,https://www.lazada.vn/products/laptop-dell-intel-core-i5-4310u-20ghz-30ghz-ram-4g-o-ssd-128g-man-hinh-125-inch-hd-tang-kem-chuot-lot-chuot-i2090149118.html,3.390.000 ₫,15% Off,,(3),Hà Nội,4.000.000 ₫,52.400 ₫,,91%,75%,100%,['0'],['0'],['0'],['0'],['3']
laptop,Laptop cũ giá rẻ - Máy tính zin ram 4GB ổ 250gb chính hãng nhanh zin rất bền đầy đủ phụ kiện,https://www.lazada.vn/products/laptop-cu-gia-re-may-tinh-zin-ram-4gb-o-250gb-chinh-hang-nhanh-zin-rat-ben-day-du-phu-kien-i2178969427.html,1.200.000 ₫,48% Off,24 Đã bán,(11),Hồ Chí Minh,2.500.000 ₫,Miễn phí,,91%,100%,100%,['0'],['1'],['0'],['1'],['9']
laptop,[Trả góp 0%]LAPTOP CHƠI FIFA 4 PUBG MOBI PHOTOSHOP - HP 4540s Core i5 3210M/ Ram 16G/ ssd 128G + HDD 1000g / Màn 15.6 inch Phím Số Vỏ hợp kim Nhôm,https://www.lazada.vn/products/tra-gop-0laptop-choi-fifa-4-pubg-mobi-photoshop-hp-4540s-core-i5-3210m-ram-16g-ssd-128g-hdd-1000g-man-156-inch-phim-so-vo-hop-kim-nhom-i1731025093.html,2.300.000 ₫,8% Off,,(0),Hà Nội,3.000.000 ₫,104.900 ₫,,92%,50%,85%,['0'],['0'],['0'],['0'],['1']
laptop,Laptop cũ 3GB giá rẻ sinh viên (Core 2 Duo / 3GB / HDD 120GB) | Chính hãng,https://www.lazada.vn/products/laptop-cu-3gb-gia-re-sinh-vien-core-2-duo-3gb-hdd-120gb-chinh-hang-i1417581061.html,1.067.760 ₫,18% Off,18 Đã bán,(6),Hồ Chí Minh,1.300.000 ₫,13.800 ₫,,90%,100%,100%,['0'],['0'],['0'],['0'],['6']
laptop,"Laptop giá rẻ phục vụ online, giải trí",https://www.lazada.vn/products/laptop-gia-re-phuc-vu-online-giai-tri-i767068727.html,1.600.000 ₫,,261 Đã bán,(133),Nghệ An,,56.800 ₫,,95%,100%,Không đủ thông tin,['6'],['1'],['2'],['9'],['115']
laptop,Màn hình laptop 14.0 LED SLIM 30 và 40 CHÂN- 40 PIN và các loại khác,https://www.lazada.vn/products/man-hinh-laptop-140-led-slim-30-va-40-chan-40-pin-va-cac-loai-khac-i2214035395.html,299.712 ₫,,,,Hồ Chí Minh,,18.300 ₫,,99%,100%,100%,['0'],['0'],['0'],['0'],['0']
laptop,Laptop cũ nhiều lựa chọn Pentium đến i3 i5 i7 Giá tốt nhất,https://www.lazada.vn/products/laptop-cu-nhieu-lua-chon-pentium-den-i3-i5-i7-gia-tot-nhat-i2281273112.html,990.000 ₫,1% Off,36 Đã bán,(15),Hải Dương,1.500.000 ₫,90.700 ₫,,94%,100%,75%,['1'],['0'],['1'],['0'],['13']
laptop,"Laptop core 2 giá rẻ, ram 4G, HDD 250G, đầy đủ chức năng, ngoại hình đẹp",https://www.lazada.vn/products/laptop-core-2-gia-re-ram-4g-hdd-250g-day-du-chuc-nang-ngoai-hinh-dep-i2493737444.html,1.239.000 ₫,38% Off,22 Đã bán,(10),Hồ Chí Minh,2.200.000 ₫,Miễn phí,,91%,100%,100%,['0'],['0'],['0'],['0'],['10']
laptop,Rả Xác Laptop HP 15R208TU (15-R208TU) - Intel Core i3-5010U 2.1GHz,https://www.lazada.vn/products/ra-xac-laptop-hp-15r208tu-15-r208tu-intel-core-i3-5010u-21ghz-i2214044492.html,78.886 ₫,,,(1),Hồ Chí Minh,,18.300 ₫,,99%,100%,100%,['0'],['0'],['0'],['0'],['1']
laptop,Kjyty A5 lege máy tính xách tay verdikte sinh viên horizontale lijn zacht Leer máy tính xách tay siêu dikke Rooster boek tekening notepad kerstcadeau rther,https://www.lazada.vn/products/kjyty-a5-lege-may-tinh-xach-tay-verdikte-sinh-vien-horizontale-lijn-zacht-leer-may-tinh-xach-tay-sieu-dikke-rooster-boek-tekening-notepad-kerstcadeau-rther-i2549821210.html,400.000 ₫,1% Off,,,Nước ngoài,935.000 ₫,Miễn phí,,Không đủ thông tin,33%,Không đủ thông tin,['0'],['0'],['0'],['0'],['0']
laptop,ASUS Factory 14 inch Máy tính xách tay mới Intel Core i5 RAM 12GB SSD 128GB Máy tính xách tay chính hãng Cửa sổ 11/MS Office FHD 1920x1080 Máy tính xách tay sinh viên Bảo hành cơ bản 2 năm,https://www.lazada.vn/products/asus-factory-14-inch-may-tinh-xach-tay-moi-intel-core-i5-ram-12gb-ssd-128gb-may-tinh-xach-tay-chinh-hang-cua-so-11ms-office-fhd-1920x1080-may-tinh-xach-tay-sinh-vien-bao-hanh-co-ban-2-nam-i2405944686.html,4.799.999 ₫,40% Off,117 Đã bán,(33),Hải Phòng,7.939.999 ₫,Miễn phí,,95%,99%,100%,['1'],['0'],['0'],['0'],['32']
laptop,"Bán Xác Laptop Acer 4349, không lên hình. Giá bán 400k",https://www.lazada.vn/products/ban-xac-laptop-acer-4349-khong-len-hinh-gia-ban-400k-i2346400118.html,400.000 ₫,,9 Đã bán,(2),Tiền Giang,,40.300 ₫,,87%,37%,100%,['0'],['0'],['0'],['0'],['2']
laptop,Lenovo Laptop 14 FHD Màn hình Intel Core i5 12GB RAM 128GB SSD Ultra HD Card đồ họa 600 Windows 11 Professional Student Laptop Chơi game với WiFi Bluetooth,https://www.lazada.vn/products/lenovo-laptop-14-fhd-man-hinh-intel-core-i5-12gb-ram-128gb-ssd-ultra-hd-card-do-hoa-600-windows-11-professional-student-laptop-choi-game-voi-wifi-bluetooth-i2361371890.html,4.804.919 ₫,44% Off,97 Đã bán,(23),Hải Phòng,8.599.999 ₫,51.100 ₫,,88%,100%,100%,['3'],['0'],['1'],['0'],['20']
laptop,Mới[Mới 100%]【Lennovo Factory】Monsprin 2024 new Laptop lap top gaming giá rẻ 14 inch 11th gen intel Celeron J4105 RAM 6GB 128GB/256GB SSD Được cài đặt sẵn hệ thống Windows 10 chính hãng và MS Office với ngôn ngữ địa phương tiếng Việt,https://www.lazada.vn/products/moimoi-100lennovo-factorymonsprin-2024-new-laptop-lap-top-gaming-gia-re-14-inch-11th-gen-intel-celeron-j4105-ram-6gb-128gb256gb-ssd-duoc-cai-dat-san-he-thong-windows-10-chinh-hang-va-ms-office-voi-ngon-ngu-dia-phuong-tieng-viet-i1969918462.html,6.614.299 ₫,27% Off,91 Đã bán,(49),Hồ Chí Minh,8.999.999 ₫,Miễn phí,,96%,100%,100%,['1'],['0'],['0'],['2'],['46']
laptop,"【Vietnam spot】【ASUS Factory】Monsprin 2024 new Laptop 15.6"" FHD 11th gen Intel Celeron J4125 laptop giá rẻ ram 8g/12GB DDR4 128GB/256GB SSD Windows 10/Ms office notebook gaming Thích hợp cho các lớp học trực tuyến và văn phòng trực tuyến",https://www.lazada.vn/products/vietnam-spotasus-factorymonsprin-2024-new-laptop-156-fhd-11th-gen-intel-celeron-j4125-laptop-gia-re-ram-8g12gb-ddr4-128gb256gb-ssd-windows-10ms-office-notebook-gaming-thich-hop-cho-cac-lop-hoc-truc-tuyen-va-van-phong-truc-tuyen-i1915663823.html,6.519.809 ₫,8% Off,294 Đã bán,(118),Hồ Chí Minh,8.999.999 ₫,Miễn phí,,96%,100%,100%,['1'],['0'],['2'],['0'],['115']
laptop,"Bán Xác Laptop Sony Vaio SVE11125CVB, máy chạy có đèn nguồn không lên hình. Giá bán 400k.",https://www.lazada.vn/products/ban-xac-laptop-sony-vaio-sve11125cvb-may-chay-co-den-nguon-khong-len-hinh-gia-ban-400k-i2346364403.html,400.000 ₫,,,(1),Tiền Giang,,40.300 ₫,,87%,37%,100%,['0'],['0'],['0'],['0'],['1']
laptop,Máy tính laptop cấu hình đời cao chip I3 siêu khoẻ giá ưu đãi trong 7 ngày,https://www.lazada.vn/products/may-tinh-laptop-cau-hinh-doi-cao-chip-i3-sieu-khoe-gia-uu-dai-trong-7-ngay-i2605474115.html,1.089.839 ₫,16% Off,,(3),Hưng Yên,1.399.999 ₫,80.200 ₫,,86%,100%,87%,['0'],['0'],['0'],['0'],['3']
laptop,"Laptop cũ i3 giá rẻ, học tập văn phòng, bán hàng online giá rẻ",https://www.lazada.vn/products/laptop-cu-i3-gia-re-hoc-tap-van-phong-ban-hang-online-gia-re-i2061392774.html,1.200.000 ₫,48% Off,,,Hồ Chí Minh,2.300.000 ₫,Miễn phí,,91%,100%,100%,['0'],['0'],['0'],['0'],['0']
laptop,Máy Tính Xách Tay Dell Inspiron 15R 5520 5525 A Shell B C D,https://www.lazada.vn/products/may-tinh-xach-tay-dell-inspiron-15r-5520-5525-a-shell-b-c-d-i2206682255.html,631.000 ₫,18% Off,,,Nước ngoài,845.000 ₫,Miễn phí,,100%,Không đủ thông tin,100%,['0'],['0'],['0'],['0'],['0']
laptop,Máy Tính Xách Tay Lenovo Thinkpad E580 E590 E585 A Shell Vỏ Lưng Kim Loại,https://www.lazada.vn/products/may-tinh-xach-tay-lenovo-thinkpad-e580-e590-e585-a-shell-vo-lung-kim-loai-i2206665283.html,631.000 ₫,18% Off,,,Nước ngoài,768.000 ₫,Miễn phí,,100%,Không đủ thông tin,100%,['0'],['0'],['0'],['0'],['0']
laptop,"Bán Xác Laptop Lenovo T410, máy không lên hình. Giá bán 400k.",https://www.lazada.vn/products/ban-xac-laptop-lenovo-t410-may-khong-len-hinh-gia-ban-400k-i2346339629.html,400.000 ₫,,5 Đã bán,(1),Tiền Giang,,40.300 ₫,,87%,37%,100%,['1'],['0'],['0'],['0'],['0']
laptop,Lenovo IDEAPAD 320-15IKB D shell,https://www.lazada.vn/products/lenovo-ideapad-320-15ikb-d-shell-i2638008175.html,455.555 ₫,18% Off,,,Nước ngoài,555.555 ₫,Miễn phí,,100%,Không đủ thông tin,100%,['0'],['0'],['0'],['0'],['0']
laptop,【Customizable】 Portable Size 7 Inch For Allwinner A33 Pc 512mb 4gb For 4.4 Quad Core Q88 Kids Pad,https://www.lazada.vn/products/customizable-portable-size-7-inch-for-allwinner-a33-pc-512mb-4gb-for-44-quad-core-q88-kids-pad-i2557797532.html,548.800 ₫,26% Off,,,Nước ngoài,740.880 ₫,261 ₫,,Không đủ thông tin,100%,Không đủ thông tin,['0'],['0'],['0'],['0'],['0']
laptop,LaptopLENOVO THINKPAD X1 Carbon Gen 7 X1 Carbon Gen 6 X1 Carbon Gen 5 X1 Carbon X1 Carbon Gen 4 Core i5-8250U RAM 16GB SSD 512GB 14 inPin&gt;4h,https://www.lazada.vn/products/laptoplenovo-thinkpad-x1-carbon-gen-7-x1-carbon-gen-6-x1-carbon-gen-5-x1-carbon-x1-carbon-gen-4-core-i5-8250u-ram-16gb-ssd-512gb-14-inpin4h-i2241051870.html,4.390.000 ₫,"20% Off
LazFlash Sale,kết thúc sau 1 ngày",126 Đã bán,(29),Hà Nội,5.900.000 ₫,Miễn phí,,98%,100%,100%,['0'],['0'],['1'],['0'],['28']
laptop,"Laptop HP Probook / Intel Core i5 ~ 2.4Ghz / Ram 8G / Ổ SSD 128G / Windows 10Pro / Chơi game, học tập, giải trí / Tặng kèm chuột + lót chuột",https://www.lazada.vn/products/laptop-hp-probook-intel-core-i5-24ghz-ram-8g-o-ssd-128g-windows-10pro-choi-game-hoc-tap-giai-tri-tang-kem-chuot-lot-chuot-i865448194.html,2.550.000 ₫,20% Off,33 Đã bán,(9),Hà Nội,3.200.000 ₫,52.400 ₫,,91%,75%,100%,['0'],['0'],['0'],['0'],['9']
laptop,Laptop Hp 8440p i5 CARD RỜI - HÀNG NHẬP XỊN - SIÊU BỀN,https://www.lazada.vn/products/laptop-hp-8440p-i5-card-roi-hang-nhap-xin-sieu-ben-i907162173.html,1.790.000 ₫,,11 Đã bán,(1),Hà Nội,,51.500 ₫,,79%,84%,96%,['0'],['0'],['0'],['0'],['1']
laptop,"Thanh lý Laptop trắng, Màn hình 10 inh, lỗi Windows không có thời gian cài Windows lại.. Giá 700k Có ship tỉnh. Điện thoai: 077 968 0322",https://www.lazada.vn/products/thanh-ly-laptop-trang-man-hinh-10-inh-loi-windows-khong-co-thoi-gian-cai-windows-lai-gia-700k-co-ship-tinhdien-thoai-077-968-0322-i2162430686.html,700.000 ₫,,,(1),Tiền Giang,,32.200 ₫,,82%,86%,87%,['1'],['0'],['0'],['0'],['0']
laptop,"Màn hình Laptop LCD 14,1in 30Pin chạy đèn Cao áp",https://www.lazada.vn/products/man-hinh-laptop-lcd-141in-30pin-chay-den-cao-ap-i356444622.html,110.000 ₫,,33 Đã bán,(11),Thừa Thiên Huế,,56.800 ₫,,92%,82%,37%,['4'],['0'],['0'],['0'],['7']
laptop,"Thanh lý Laptop Toshiba, core I5, ram 4Gb, ô cứng SSD 120G, full chức năng. Giá bán: 1,2 triệu",https://www.lazada.vn/products/thanh-ly-laptop-toshiba-core-i5-ram-4gb-o-cung-ssd-120g-full-chuc-nang-gia-ban-12-trieu-i2342620790.html,1.200.000 ₫,,25 Đã bán,(10),Tiền Giang,,32.200 ₫,,87%,37%,100%,['0'],['0'],['0'],['1'],['9']
laptop,[Trả góp 0%]LAPTOP CHƠI FIFA 4 PUBG MOBI PHOTOSHOP - HP 4540s Core i5 3210M/ Ram 16G/ ssd 128G + HDD 1000g / Màn 15.6 inch Phím Số Vỏ Nhôm,https://www.lazada.vn/products/tra-gop-0laptop-choi-fifa-4-pubg-mobi-photoshop-hp-4540s-core-i5-3210m-ram-16g-ssd-128g-hdd-1000g-man-156-inch-phim-so-vo-nhom-i367088995.html,2.500.000 ₫,,102 Đã bán,(46),Hà Nội,,104.900 ₫,,92%,50%,85%,['0'],['0'],['2'],['1'],['43']
laptop,Laptop HP 15s-fq5228TU - 8U240PA (i3-1215U) (Xanh) - Bảo hành 12 tháng,https://www.lazada.vn/products/laptop-hp-15s-fq5228tu-8u240pa-i3-1215u-xanh-bao-hanh-12-thang-i2311857354.html,10.490.000 ₫,19% Off,353 Đã bán,(108),Hồ Chí Minh,12.990.000 ₫,21.200 ₫,30 Ngày Trả Hàng Miễn Phí,98%,77%,50%,['3'],['0'],['0'],['1'],['104']
laptop,Laptop cũ giá rẻ nhiều hãng core i3 i5 ram 4gb - 8gb,https://www.lazada.vn/products/laptop-cu-gia-re-nhieu-hang-core-i3-i5-ram-4gb-8gb-i2291333335.html,1.799.000 ₫,,146 Đã bán,(41),Đồng Nai,,65.500 ₫,,99%,100%,50%,['0'],['0'],['0'],['1'],['40']
laptop,DELL 7470 i5 i7 16G 512G MÀN HÌNH 14 in CẢM ỨNG CHẠM TAY SIÊU MƯỢT ĐỘ PHÂN GIẢI GIẢI 2K + SIÊU NÉT,https://www.lazada.vn/products/dell-7470-i5-i7-16g-512g-man-hinh-14-in-cam-ung-cham-tay-sieu-muot-do-phan-giai-giai-2k-sieu-net-i1765170856.html,4.173.000 ₫,"11% Off
LazFlash Sale,kết thúc sau 1 ngày",154 Đã bán,(49),Hưng Yên,6.459.000 ₫,56.800 ₫,,97%,100%,100%,['0'],['0'],['1'],['3'],['46']
laptop,"Laptop Dell 2022 inspiron 1420 ram 4Gb ổ cứng 120Gb Windows 8 bảo hành 7 tháng làm việc văn phòng, học tập ok",https://www.lazada.vn/products/laptop-dell-2022-inspiron-1420-ram-4gb-o-cung-120gb-windows-8-bao-hanh-7-thang-lam-viec-van-phong-hoc-tap-ok-i2070763255.html,1.990.000 ₫,50% Off,25 Đã bán,(8),Hồ Chí Minh,3.980.000 ₫,9.100 ₫,,91%,100%,80%,['0'],['0'],['0'],['1'],['7']
laptop,LAPTOP CORE I7 RAM 8GB SSD 256GB WIN 10 (MÁY ĐÃ SỬ DỤNG) VÀ NHIỀU CẤU HÌNH KHÁC QUÝ KHÁCH TỰ CHỌN,https://www.lazada.vn/products/laptop-core-i7-ram-8gb-ssd-256gb-win-10-may-da-su-dung-va-nhieu-cau-hinh-khac-quy-khach-tu-chon-i2230649187.html,4.000.000 ₫,50% Off,,(1),Hồ Chí Minh,8.598.000 ₫,10.200 ₫,,91%,100%,80%,['0'],['0'],['0'],['0'],['1']
laptop,Laptop cũ giá rẻ core i3 i5 i7 nhiều hãng ram 4gb - 8gb,https://www.lazada.vn/products/laptop-cu-gia-re-core-i3-i5-i7-nhieu-hang-ram-4gb-8gb-i2291322438.html,1.799.000 ₫,,147 Đã bán,(39),Đồng Nai,,65.500 ₫,,99%,100%,50%,['0'],['0'],['0'],['1'],['39']
laptop,Laptop hp 8440P i5 Ram 8G hdd 500GB Nhập Khẩu Nhật giá rẻ giải trí học tập ổn,https://www.lazada.vn/products/laptop-hp-8440p-i5-ram-8g-hdd-500gb-nhap-khau-nhat-gia-re-giai-tri-hoc-tap-on-i267424110.html,1.900.000 ₫,,29 Đã bán,(5),Hà Nội,,38.000 ₫,,79%,84%,96%,['1'],['0'],['0'],['0'],['4']
laptop,Laptop cũ giá rẻ nhiều hãng core i3 i5 i7 ram 4gb - 8gb,https://www.lazada.vn/products/laptop-cu-gia-re-nhieu-hang-core-i3-i5-i7-ram-4gb-8gb-i2301370211.html,1.799.000 ₫,,52 Đã bán,(13),Đồng Nai,,Miễn phí,,96%,50%,50%,['0'],['0'],['0'],['0'],['14']
laptop,Laptop HP Folio 9470m core i5/4/500G full box bảo hành 12 tháng,https://www.lazada.vn/products/laptop-hp-folio-9470m-core-i54500g-full-box-bao-hanh-12-thang-i251077514.html,1.842.000 ₫,,,,Hà Nội,,64.700 ₫,,79%,84%,96%,['0'],['0'],['0'],['0'],['0']
