,Type,Title,Links,Price,Discount_percent,Sold,Preview,Location,Original,Ship_price,Return,Positive_review,Ship_on_time,Rate_response,One_star,Two_star,Three_star,Four_star,Five_star
0,quần áo nam,Bộ Đồ Nam Mùa Hè Áo Thun Tay Lỡ Unisex Quần Short Kẻ 3 Sọc Ngang Thời Trang Yodi QA NAM 133,https://www.lazada.vn/products/bo-do-nam-mua-he-ao-thun-tay-lo-unisex-quan-short-ke-3-soc-ngang-thoi-trang-yodi-qa-nam-133-i2186682931.html,55.000 ₫,61% Off,5.9K Đã bán,(1661),Hà Nội,142.200 ₫,32.700 ₫,3 ngày trả hàng cho Nhà bán hàng,87%,100%,95%,81,28,51,88,1413
1,quần áo nam,Bộ thun nam cổ tròn mặc hè chất liệu vân gạo dập nổi cao cấp phong cách trẻ trung Soyoung MQA 053,https://www.lazada.vn/products/bo-thun-nam-co-tron-mac-he-chat-lieu-van-gao-dap-noi-cao-cap-phong-cach-tre-trung-soyoung-mqa-053-i2592507498.html,39.082 ₫,60% Off,405 Đã bán,(170),Hà Nội,98.000 ₫,38.000 ₫,3 ngày trả hàng cho Nhà bán hàng,65%,100%,77%,61,3,0,0,106
2,quần áo nam,[ Hoàn Tiền 15% ] Set Bộ Quần Áo Thun Hè Nam Mẫu Mới In Họa Tiết Chữ LXSU Phối Màu Phong Cách Thời Trang C-CHAT MEN QA 129 V2,https://www.lazada.vn/products/hoan-tien-15-set-bo-quan-ao-thun-he-nam-mau-moi-in-hoa-tiet-chu-lxsu-phoi-mau-phong-cach-thoi-trang-c-chat-men-qa-129-v2-i1371864388.html,28.698 ₫,63% Off,2.9K Đã bán,(1578),Hà Nội,90.000 ₫,38.000 ₫,3 ngày trả hàng cho Nhà bán hàng,68%,100%,77%,144,23,10,9,1392
3,quần áo nam,ĐỒ BỘ THỂ THAO GẤU TRÚC PAN.DA SET ĐỒ BỘ THỂ THAO ĐỒ BỘ TẬP GYM MANG Ở NHÀ VÀ ĐI CHƠI ĐỒ BỘ NAM PHONG CÁCH CAO CẤP 2023 - DUBAI FASHION,https://www.lazada.vn/products/do-bo-the-thao-gau-truc-panda-set-do-bo-the-thao-do-bo-tap-gym-mang-o-nha-va-di-choi-do-bo-nam-phong-cach-cao-cap-2023-dubai-fashion-i1274949917.html,32.000 ₫,54% Off,7.3K Đã bán,(1501),Hồ Chí Minh,120.000 ₫,16.500 ₫,3 ngày trả hàng cho Nhà bán hàng,88%,99%,100%,126,46,65,109,1156
4,quần áo nam,Bộ Đồ Nam Mùa Hè Áo Thun Tay Lỡ Cổ Tròn Phối Quần Short Thể Thao Họa Tiết Chữ Caro Thời Trang Yodi TOP 277 + SHORT 058,https://www.lazada.vn/products/bo-do-nam-mua-he-ao-thun-tay-lo-co-tron-phoi-quan-short-the-thao-hoa-tiet-chu-caro-thoi-trang-yodi-top-277-short-058-i2357229496.html,55.000 ₫,61% Off,3.4K Đã bán,(1141),Hà Nội,142.000 ₫,32.700 ₫,3 ngày trả hàng cho Nhà bán hàng,87%,100%,95%,37,13,23,34,1034
5,quần áo nam,ĐỒ BỘ THỂ THAO DONT STOP TRÀ SỮA SET ĐỒ BỘ THỂ THAO ĐỒ BỘ TẬP GYM MANG Ở NHÀ VÀ ĐI CHƠI ĐỒ BỘ NAM PHONG CÁCH SÀNH ĐIỆU- DUBAI FASHION,https://www.lazada.vn/products/do-bo-the-thao-dont-stop-tra-sua-set-do-bo-the-thao-do-bo-tap-gym-mang-o-nha-va-di-choi-do-bo-nam-phong-cach-sanh-dieu-dubai-fashion-i2233985477.html,29.799 ₫,57% Off,2.4K Đã bán,(624),Hồ Chí Minh,150.000 ₫,16.500 ₫,3 ngày trả hàng cho Nhà bán hàng,88%,99%,100%,N/A,N/A,N/A,N/A,N/A
6,quần áo nam,BỘ THỂ THAO MÙA THU ĐÔNG XUÂN HÈ NAM NỮ UNISEX POLO L-NING HOT TREND 2024 - DUBAI FASHION,https://www.lazada.vn/products/bo-the-thao-mua-thu-dong-xuan-he-nam-nu-unisex-polo-l-ning-hot-trend-2024-dubai-fashion-i2533085784.html,58.500 ₫,58% Off,355 Đã bán,(98),Hồ Chí Minh,200.000 ₫,16.500 ₫,3 ngày trả hàng cho Nhà bán hàng,88%,99%,100%,1,0,4,8,86
7,quần áo nam,Đồ bộ thể thao nam mẫu in logo thời trang hiện đại Phong cách Hàn Quốc Slim Fit mặc nhà đi chơi đều đẹp,https://www.lazada.vn/products/do-bo-the-thao-nam-mau-in-logo-thoi-trang-hien-dai-phong-cach-han-quoc-slim-fit-mac-nha-di-choi-deu-dep-i1819252368.html,25.000 ₫,77% Off,1.9K Đã bán,(406),Hồ Chí Minh,109.000 ₫,16.500 ₫,3 ngày trả hàng cho Nhà bán hàng,92%,100%,66%,15,7,11,14,359
8,quần áo nam,"Bộ quần áo nam in chữ IC dệt ngực, bộ hè nam chất xịn mặc cực thoải mái phong cách trẻ trung lịch sự full size cho bạn",https://www.lazada.vn/products/bo-quan-ao-nam-in-chu-ic-det-nguc-bo-he-nam-chat-xin-mac-cuc-thoai-mai-phong-cach-tre-trung-lich-su-full-size-cho-ban-i2397750927.html,45.000 ₫,50% Off,259 Đã bán,(139),Hà Nội,90.000 ₫,32.700 ₫,3 ngày trả hàng cho Nhà bán hàng,99%,98%,100%,1,0,1,0,137
9,quần áo nam,Áo Polo Nam Cổ Bẻ Thun Basic Cộc Tay Chất Cotton Co Dãn Thoáng Mát Trẻ Trung Thời Trang 4men ao top 010,https://www.lazada.vn/products/ao-polo-nam-co-be-thun-basic-coc-tay-chat-cotton-co-dan-thoang-mat-tre-trung-thoi-trang-4men-ao-top-010-i2583671532.html,18.000 ₫,84% Off,113 Đã bán,(55),Hà Nội,112.100 ₫,32.700 ₫,3 ngày trả hàng cho Nhà bán hàng,74%,100%,97%,11,0,0,0,43
