,Type,Title,Links,Price,Discount_percent,Sold,Preview,Location,Original,Ship_price,Return,Positive_review,Ship_on_time,Rate_response,One_star,Two_star,Three_star,Four_star,Five_star
0,giày,[6-8.6: VOUCHER LAZADA] adidas Chạy ADIZERO SL Nam trắng IG5941,https://www.lazada.vn/products/6-86-voucher-lazada-adidas-chay-adizero-sl-nam-trang-ig5941-i2662117978.html,3.000.000 ₫,,,,Bình Dương,,Miễn phí,Được đổi ý,97%,91%,100%,0,0,0,0,0
1,giày,[6-8.6: MUA 3 GIẢM 40%] adidas Chạy Giày SOLARGLIDE 6 Nam trắng HP7612,https://www.lazada.vn/products/6-86-mua-3-giam-40-adidas-chay-giay-solarglide-6-nam-trang-hp7612-i2662136551.html,2.660.000 ₫,30% Off,30 Đã bán,,Bình Dương,3.800.000 ₫,Miễn phí,Được đổi ý,97%,91%,100%,0,0,0,0,0
2,giày,[6-8.6: MUA 3 GIẢM 40%] adidas Phong cách sống Giày Stan Smith Nam trắng IG1323,https://www.lazada.vn/products/6-86-mua-3-giam-40-adidas-phong-cach-song-giay-stan-smith-nam-trang-ig1323-i2488044447.html,2.100.000 ₫,30% Off,52 Đã bán,,Bình Dương,3.000.000 ₫,Miễn phí,Được đổi ý,97%,91%,100%,0,0,0,0,1
3,giày,[6-8.6: MUA 3 GIẢM 40%] adidas Chạy Giày Response Nam Đen IG0342,https://www.lazada.vn/products/6-86-mua-3-giam-40-adidas-chay-giay-response-nam-den-ig0342-i2662194306.html,1.900.000 ₫,5% Off,,,Bình Dương,2.000.000 ₫,Miễn phí,Được đổi ý,97%,91%,100%,0,0,0,0,0
4,giày,[6-8.6: MUA 3 GIẢM 40%] adidas Chạy Giày Response Nam Xám IG0343,https://www.lazada.vn/products/6-86-mua-3-giam-40-adidas-chay-giay-response-nam-xam-ig0343-i2662163521.html,1.900.000 ₫,5% Off,50 Đã bán,(1),Bình Dương,2.000.000 ₫,Miễn phí,Được đổi ý,97%,91%,100%,0,0,0,0,1
5,giày,Giày Thể Thao Sneakers 𝐀𝐈𝐑 𝐉𝐎𝐑𝐃𝐀𝐍 𝟏 𝐋𝐎𝐖 GIÀY UNISEX DC0774-141 Chính Hãng Nhập Outlet Japan,https://www.lazada.vn/products/giay-the-thao-sneakers-giay-unisex-dc0774-141-chinh-hang-nhap-outlet-japan-i2507516528.html,1.890.000 ₫,60% Off,,,Hồ Chí Minh,4.725.000 ₫,18.300 ₫,3 ngày trả hàng cho Nhà bán hàng,100%,100%,Không đủ thông tin,0,0,0,0,0
6,giày,Giày Thể Thao 𝐀𝐈𝐑 𝐅𝐎𝐑𝐂𝐄 𝟏 UNISEX Chính Hãng Nhập Outlet Japan,https://www.lazada.vn/products/giay-the-thao-unisex-chinh-hang-nhap-outlet-japan-i2507459972.html,1.780.000 ₫,60% Off,,,Hồ Chí Minh,4.450.000 ₫,18.300 ₫,3 ngày trả hàng cho Nhà bán hàng,100%,100%,Không đủ thông tin,0,0,0,0,0
7,giày,SALE 50% Giày Thể Thao MLB cặp nam nữ (36-45),https://www.lazada.vn/products/sale-50-giay-the-thao-mlb-cap-nam-nu-36-45-i2340095923.html,1.472.247 ₫,58% Off,,(0),Hồ Chí Minh,3.524.500 ₫,18.300 ₫,3 ngày trả hàng cho Nhà bán hàng,94%,81%,100%,0,0,0,0,1
8,giày,[CHỈ 20H 5.6 - 10.6|VOUCHER ĐẾN 39%] Giày Clog Nữ Crocs Baya Platform Clog,https://www.lazada.vn/products/chi-20h-56-106voucher-den-39-giay-clog-nu-crocs-baya-platform-clog-i2311589573.html,1.470.520 ₫,22% Off,1.9K Đã bán,(498),Đồng Nai,1.895.000 ₫,44.100 ₫,Được đổi ý,98%,99%,97%,2,0,1,1,494
9,giày,SKECHERS Giày sneakers nam Bounder 2.0 232670-NVY,https://www.lazada.vn/products/skechers-giay-sneakers-nam-bounder-20-232670-nvy-i2544039112.html,1.461.000 ₫,30% Off,8 Đã bán,(2),Đồng Nai,2.090.000 ₫,12.200 ₫,Được đổi ý,96%,98%,95%,0,0,0,0,2
