,Type,Title,Links,Price,Discount_percent,Sold,Preview,Location,Original,Ship_price,Return,Positive_review,Ship_on_time,Rate_response,One_star,Two_star,Three_star,Four_star,Five_star
0,giày dép,Xăng đan diwa lốp nhún bèo cho nữ dành cho người lớn Giày trượt M.2Q,https://www.lazada.vn/products/xang-dan-diwa-lop-nhun-beo-cho-nu-danh-cho-nguoi-lon-giay-truot-m2q-i2637903075.html,174 ₫,,494 Đã bán,,Nước ngoài,,,Không áp dụng chính sách bảo hành,Không đủ thông tin,Không đủ thông tin,Không đủ thông tin,0,0,0,0,0
1,giày dép,Summer Thick Sole Roman Women'S Sandals,https://www.lazada.vn/products/summer-thick-sole-roman-womens-sandals-i2649298809.html,371 ₫,40% Off,319 Đã bán,,Nước ngoài,618 ₫,17.000 ₫,Không áp dụng chính sách bảo hành,Không đủ thông tin,Không đủ thông tin,Không đủ thông tin,0,0,0,0,0
2,giày dép,Dép xỏ ngón thường ngày cho nam | Xăng đan distro cvrs webing hợp thời trangK,https://www.lazada.vn/products/dep-xo-ngon-thuong-ngay-cho-nam-xang-dan-distro-cvrs-webing-hop-thoi-trangk-i2637898080.html,146 ₫,,3.3K Đã bán,,Nước ngoài,,,Không áp dụng chính sách bảo hành,Không đủ thông tin,Không đủ thông tin,Không đủ thông tin,0,0,0,0,0
3,giày dép,Dép xỏ ngón Nam 2024 Phiên Bản Hàn Quốc Giày Đi Biển Bên Ngoài Dép Chống Trơn Trượt Cao Su Flip-Flo,https://www.lazada.vn/products/dep-xo-ngon-nam-2024-phien-ban-han-quoc-giay-di-bien-ben-ngoai-dep-chong-tron-truot-cao-su-flip-flo-i2625762188.html,19.000 ₫,50% Off,547 Đã bán,(99),Nước ngoài,38.000 ₫,,Không áp dụng chính sách bảo hành,96%,Không đủ thông tin,100%,0,0,0,1,98
4,giày dép,Summer New Fashion Trend Thick Sole Outdoor Two Wear Sandals,https://www.lazada.vn/products/summer-new-fashion-trend-thick-sole-outdoor-two-wear-sandals-i2649533329.html,383 ₫,40% Off,250 Đã bán,,Nước ngoài,638 ₫,17.000 ₫,Không áp dụng chính sách bảo hành,Không đủ thông tin,Không đủ thông tin,Không đủ thông tin,0,0,0,0,0
5,giày dép,(Giá tận xưởng) Dép chữ C unisex nam nữ bền đẹp thời trang,https://www.lazada.vn/products/gia-tan-xuong-dep-chu-c-unisex-nam-nu-ben-dep-thoi-trang-i2494252451.html,32.000 ₫,54% Off,83 Đã bán,(20),Hồ Chí Minh,69.000 ₫,16.500 ₫,3 ngày trả hàng cho Nhà bán hàng,93%,92%,100%,0,0,1,0,19
6,giày dép,Dép sandal nữ đế mềm phong cách Hàn Quốc thời trang,https://www.lazada.vn/products/dep-sandal-nu-de-mem-phong-cach-han-quoc-thoi-trang-i2625702966.html,12.000 ₫,73% Off,640 Đã bán,(173),Nước ngoài,45.000 ₫,,Được đổi ý,90%,Không đủ thông tin,100%,4,2,3,5,159
7,giày dép,(Sale giá gốc) DÉP LÊ NAM CARO THỜI TRANG,https://www.lazada.vn/products/sale-gia-goc-dep-le-nam-caro-thoi-trang-i2346547711.html,31.000 ₫,53% Off,2.7K Đã bán,(688),Hồ Chí Minh,66.000 ₫,16.500 ₫,3 ngày trả hàng cho Nhà bán hàng,94%,95%,92%,13,8,17,24,626
8,giày dép,"Men'S Flip Flops, Beach Shoes, Casual Shoes, Sandals, Trendy Sandals",https://www.lazada.vn/products/mens-flip-flops-beach-shoes-casual-shoes-sandals-trendy-sandals-i2654708700.html,174 ₫,40% Off,8 Đã bán,,Nước ngoài,290 ₫,17.000 ₫,Không áp dụng chính sách bảo hành,Không đủ thông tin,Không đủ thông tin,Không đủ thông tin,0,0,0,0,0
9,giày dép,Dép chữ CCC nam nữ,https://www.lazada.vn/products/dep-chu-ccc-nam-nu-i2490851686.html,30.000 ₫,57% Off,6 Đã bán,(1),Tây Ninh,70.000 ₫,28.700 ₫,3 ngày trả hàng cho Nhà bán hàng,100%,Không đủ thông tin,Không đủ thông tin,0,0,0,0,1
